user_id,item_id,title,actual_rating,predicted_rating,is_rating_float
A3CEFO8LPIMHHE,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A1JDBXPK20HBUW,B0044ICFDO,Sooryehan Hyo Fermented 3pcs Giftset,5.0,4.0,True
A3P1F0LZ35Q49P,B00ABIOBNI,Ology Sulfate Free Conditioner,5.0,5.0,True
A2JWINJJ8E1IIC,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A2SU85PYAB6M67,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2S8GHD5ZLDS2Q,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A3Q5NCX0Y43DG1,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
AHR6RFGXARWNX,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A3TIK2TSPADAH0,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A16SGHCHJAB6IU,B00ABIOBNI,Ology Sulfate Free Conditioner,5.0,5.0,True
A39KHX3058560R,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A3DA9MP7OGLPC0,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A19EIBWOIY3U1R,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A33MZYRMSIHERN,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A15ZAILX1XGI0A,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A2XZP9S5PUM5QP,B00U1WC2JY,Body Puff Loofah for Women Mens (Pack of 2) | Bathing Exfoliator Shower Pouf Scrubber with Mesh Design for Exfoliating | Strong Long Lasting Bath Sponge | Patented Nylon Body Scrubbers to NOT Unravel,5.0,5.0,True
A1ETRNNK4BOVDE,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A2A3IPL0AVGETE,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2MWTIZYINA2MH,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
AG7YBSJODBMOB,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A154MPHVRSZVQN,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A244RDHGOX4Z2J,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",4.0,4.5,True
A2SUH2N8051BES,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2NOM8O5XT0GXD,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A3UXKTNN3U6E0D,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A3INQL95YAY6OW,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A1C03381HL8SWG,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A38GVFMJ2V9SRV,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.0,True
A2S97Z2I1TFOS,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",4.0,3.0,True
A1RO0OV2CHJLUG,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A2N52EPR60UCHN,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2EGIJP9ULQ9XB,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A30EPPTPW7M9D0,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2XFY9IT8UVY9E,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A1RO0GOES15LER,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2AET552WMN8LZ,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A3TH0R81AWDJ49,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",4.0,4.5,True
A1MF4IEANGZ0OB,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A30VYJQW4XWDQ6,B00GMCP5NC,Womdee(TM) Fashion Women Silver Rhinestone Crystal Flower Hair Band / Elastic Headband-Silver With Womdee Accessory,3.0,5.0,True
A22XX80SB8WMUK,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2369JKT3HZUW2,B005JMA5F4,Kerastase UNISEX - NUTRITIVE BAIN NUTRI-THERMIQUE SHAMPOO 34 OZ,5.0,5.0,True
A3T1HGP5MN7OB6,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A12I397MEWA1VB,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A3TXZIWV9XZLMR,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
AMKW6DTGH7DHY,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A41D5III07SB6,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A2CA0MJP6O4ZZL,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2UNM0QKAA0LUS,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2I9O5E0Q731GN,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A1CRH843D61QTZ,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A3U05BH8UYBNLE,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A21C5SBM0KCCH9,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
ARI1N006KSXX,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A1IP4AIXPHF55Y,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
ABCIDPOKCXJOB,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A1VOA3CU9XRDDS,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A2I0X28L5E42VU,B0012Y0ZG2,Bath &amp; Body Works Ile De Tahiti Moana Coconut Vanille Moana Body Wash with Tamanoi 8.5 oz,5.0,5.0,True
A2F87BBKVFB2H1,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.0,True
AZCOSCQG73JZ1,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A1TWEWYOCWT9T,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A3PE70GMGCY2AL,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",4.0,4.5,True
AH89QE41D1PRP,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A1IGBEWKIVXYFL,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A125TMC44CJBKK,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2EAXA5O0FMMNV,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
AM8B1RWTFOE38,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",4.0,4.5,True
AJZGMDK1NA990,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",4.0,4.5,True
A30C827CX52Y3U,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A1UMO57A3IQGT7,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A3KHIT48AYHC0L,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",4.0,4.0,True
A1XDV760ZLXN57,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A11L1TI883AOSV,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A3A5ATNHC0QPQA,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A1KDQXZHQIG5QG,B00JM866YK,D.R.Harris &amp; Co Coconut Oil Cream Shampoo 150ml,5.0,5.0,True
A2KQ0AAX4DKI1Q,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2T146POE1RZTX,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
AWXM25EMPKYKW,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A3QYF175C7E1CN,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A1YMRBCFZ6C62E,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
AD6WIZKKXYQVL,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
AA91G2AGEGOEJ,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A3RGQCA2GSFLX2,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A31XUJMEDBUGKR,B007R6UXNY,"Dark and Lovely Beautiful Beginnings Shampoo, 10 Fluid Ounce",5.0,5.0,True
A3UIVN10P30BE2,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A265U4400IMZN4,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A2KBQZJJRS5FKY,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A222BBVJ75BTFE,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",4.0,4.5,True
AV7PVGQASHQ7O,B00E9VCA2W,"Hawaii Oil Intense Shampoo, 23.67 Fluid Ounce",5.0,5.0,True
A31N0XY2UTB25C,B000UYCKRC,Commonwealth Lavare Extra Large Pineapple Bath Soap 12 Oz. by CST,5.0,5.0,True
A2WEFN5GAH3CUE,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
AZJMUP77WBQZQ,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
AUYOTOM5XVNL,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A1IMRCSU4F0409,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A1THB1R8LWTMPV,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A3JXCMOICECC61,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2OQZFZLIMR4AR,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
AKZJ49U7BQU4U,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A3HSZWSBQVFNEV,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A1I03N0S6W4AVL,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A7VOU5ARHQ20F,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A1SRZ1S3FJPU1D,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
AT55FHUTTF5DM,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A3YUWJTIW15EE,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A12B5Y225ADJWE,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2MTXSVB9MC8IO,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
AHQFK3PX6EKQH,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
ADNBIWDCIZJ0S,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A3KRACVKGYH453,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2MWZ6TCFPWTPH,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A13PKMKQ0177SH,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A1ANGX1BIKKJL1,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2HMKJTX67U6SO,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A9SA7CY8HA291,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A11AZPF8R6A1F8,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
ASUIA1YIKZUOO,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A1AG4CEH4EYXIT,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
AZ4T3DDT8L9EQ,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A3AF038W92E3I,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A1929HU28OJ7D8,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A1BRNOD64VZ1GP,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A3IVDKJ8B51LO0,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A132O42MLTHYSX,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",4.0,4.5,True
A1OZSH4XVMZO5N,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2WA0B9CJ28E45,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A125PSVY71Q7KZ,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
AXIGAHX96N522,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A3RMWHVP1CX5J1,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2D0ENZGHZ8W6C,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A3CB8QT4E8R232,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A24FALIPWP6850,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A2ZSMS6M1Q4Y9R,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A62S8THB8S60B,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A1D18EJF6LHYDV,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A31W4OHQPNCNKY,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A3FZSM6JYA65PR,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A3LG50B2BAHYKJ,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A33RAPFD9H2KDG,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
APU2ZMPRJVSVX,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A1JKW3DJPNF903,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A28J3CXXT0RHJL,B00ATL7ECM,"Sulwhasoo Essential Balancing Emulsion, 4.2 Fluid Ounce",5.0,5.0,True
A1F1BNGBA8XMOD,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A3SP22BU1008GV,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A3IZV6UPY49TEE,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A2KNKDQ38Q31SJ,B004CALFE4,BVLGARI WHITE by Bvlgari for Men and Women: SHAMPOO 6.8 OZ,5.0,5.0,True
A9N3Q7F4FASIG,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2YZO6COGWEMT2,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A1WIE3UJ1YW05N,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A3GAQQZKTZIGEX,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A9QBM4RNQ7L9T,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A20Q8XM208DXT1,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A19BNMVUQDMFGK,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
ABR6EPU3O83EA,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",4.0,4.5,True
A3GGBN5WBM5TC0,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A2U2JGOM7PR5IV,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A1XQQ039X7VPN9,B003RVFFY0,Radox Original Bath Therapy 6x500 ml,5.0,5.0,True
AFNE6AFYU3ZVD,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A2HHXEP97T3SQU,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A133V6DJXUPSTT,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.0,True
A1YAFV6END4RPC,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A10OYW0QYN13GL,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2QCHBEXUBN2S8,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A63EPYNGUS4A2,B000AUZ4UG,Redken Straight 05 Straightening Balm 5oz,5.0,4.5,True
A3OXVKBXN80ZRJ,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A1BVIXBMGUPDWM,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
AP1O1TFQTKIVZ,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A2SPIY2JMTW8ZA,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A2BKAGG2LFSLP6,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A2JCI5HA45U91J,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A3W3YT08F94PO7,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",1.0,1.0,True
A3OTFWV6920FT,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2SH5YH74O245M,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2WYK1JQGK82VP,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A320TM0B7A5Q1C,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A1JR5CZCFXPQMC,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
AUS96J3A7A9MK,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,5.0,True
A2R8NM5M7Z37SA,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",5.0,4.5,True
A1AN9A2FNOYHTX,B001OHV1H4,"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",3.0,4.0,True
A914TQVHI872U,B00EYZY6LQ,"Fekkai Full Blown Aerosol Foam Cond Us 6.6 Oz, 6.660-Fluid Ounce",5.0,4.0,True
A2PR6NXG0PA3KY,B00182JYSS,"Oral-B Prohealth All-In-One Medium Toothbrush, Colors May Vary, 1 Count",5.0,4.5,True
A3THDGBJ96OB1W,B0002J3FEW,Aramis 900 Herbal by Aramis for Men 3.25 oz Cologne Spray (Classic Bottle),5.0,4.5,True
A2HRHF83I3NDGT,B001QY8QXM,"Astra Platinum Double Edge Safety Razor Blades ,100 Blades (20 x 5)",5.0,4.5,True
A1QYWJJGA392TU,B019809F9Y,Lectric Shave Pre-Shave Original 3 oz,3.0,4.0,True
A2V1J3JT5OOZFO,B005I8RH78,Fundamental Shampoo - 12 Oz. - Chemical Free Shampoo - SLS Free - Natural Shampoo - Made in USA by Fundamental Earth,5.0,4.0,True
A2WHCYK6J8MKZ5,B000050B63,Norelco 6826XL Quadra Action Cord/Cordless Rechargeable Men's Shaver,5.0,5.0,True
A2JOBUCXKEXYY8,B00028ORTK,Revitalizing Therapy Serum Intensive Anttioxidant - Dry Skin Aubrey Organics .33oz (10ml) Liquid,3.0,4.5,True
A2CLCE3S7WEORU,B00NH4RBX0,Archipelago Pomegranate Soap Triple Milled 148g/5.2oz,5.0,5.0,True
AV8GBKXPU09BS,B00U0EG3BG,Double Sided Slipper Socks Pair (Large),5.0,2.0,True
A2LHFW4Q0UWIFA,B00011QUDE,"Helen of Troy 1514 Brush Iron, White, 1 1/2 Inches Barrel",3.0,5.0,True
AJMANNB5AVWQW,B01E1SLZ3M,Wnw Megaglo Illum Pwdr-Pi Size .405z Wnw Megaglo Illuminating Powder-Catwalk Pink,5.0,5.0,True
A31H5B27RT1BWE,B016J9EQNW,"Eco Bamboo No Animal Hair Kabuki Makeup Brush Tool Set - 10 Piece Cosmetic Brush Kit For A Flawless Air-Brush-Effect Finish, Canvas Travel Organizer Bag - New Leaf Products, The Eco-Friendly Company",5.0,4.5,True
A3MW93I43BV8DD,B00011QUDE,"Helen of Troy 1514 Brush Iron, White, 1 1/2 Inches Barrel",5.0,4.5,True
AZMAOC6QC0WEP,B00J9MJDFS,Jhirmack Silver Brightening 5 In 1 Miracle Leave-In Spray Treatment 8.2 oz,5.0,4.0,True
AKHNJOHLPU4FU,B006WYJM8Y,"NARS Blush, Gaiety",5.0,4.5,True
A11F87LHCF6KV2,B019809F9Y,Lectric Shave Pre-Shave Original 3 oz,5.0,5.0,True
A3ESTWDBNOUJQ7,B008U1Q4DI,"FOONEE Rhinestones Nail Art Gems Mixed Colours Shapes in Case (2mm,3000pcs)",4.0,5.0,True
A3C2JQC6R2K52C,B017146858,"Piero Lorenzo NT-01 Heavy Duty Metal Garden Hose Nozzle Sprayer / Car Wash Gun- 7 Spraying Patterns - High Pressure - For Car / Pet Washing, Garden/Lawn Watering,Deck/Floor Cleaning7 Spraying Patterns",5.0,4.5,True
AYIEJN573DL7X,B00SQ3S6TA,"Eye Cream for Dark Circles, Puffiness and Wrinkles. Reduces Fine Lines &amp; Dark Spots with Vitamin C, Peptides &amp; Alpha Hydroxy Acid. Minimizes Crows Feet, Puffy Eyes and Bags",2.0,4.5,True
A20B85W2RYRTQO,B00W259T7G,"Pre de Provence Artisanal French Soap Bar Enriched with Shea Butter, Quad-Milled For A Smooth &amp; Rich Lather (150 grams) - Raspberry",4.0,4.5,True
ANMXF453U486R,B000DN7BYC,Goats Milk Soap Bar Clove Mint 3 oz.,5.0,5.0,True
A38AH4IMB78G3E,B00I3Q9TNW,Valentine Day Gift Genuine .925 Sterling Silver Cubic Zirconia Stud Earrings (Clear),3.0,4.0,True
