user_id,movie_title,predicted_rating
5069,Key Largo (1948),4.0
5070,From the Hip (1987),3.0
5073,"Dark Crystal, The (1982)",4.0
5074,Ran (1985),3.0
5077,Walkabout (1971),3.0
5079,Jakob the Liar (1999),3.0
5080,Pretty in Pink (1986),3.0
5082,Babe (1995),3.0
5085,"Horse Whisperer, The (1998)",5.0
5086,"Sweet Hereafter, The (1997)",2.0
5087,Inspector Gadget (1999),3.0
5090,American Graffiti (1973),3.0
5094,"Fugitive, The (1993)",4.0
5095,"Third Man, The (1949)",3.0
5097,Elizabeth (1998),3.0
5100,"Color Purple, The (1985)",3.0
5107,Clockwatchers (1997),2.0
5108,Death Becomes Her (1992),3.0
5110,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),3.0
5111,Death and the Maiden (1994),3.0
5113,Midnight Cowboy (1969),3.0
5115,Schindler's List (1993),5.0
5121,Jurassic Park (1993),5.0
5130,"Treasure of the Sierra Madre, The (1948)",4.0
5134,"Godfather: Part II, The (1974)",4.0
5140,"Terminator, The (1984)",5.0
5153,Some Like It Hot (1959),5.0
5155,Jurassic Park (1993),4.0
5156,"Bridge on the River Kwai, The (1957)",3.0
5158,"Babysitter, The (1995)",3.0
5161,Reservoir Dogs (1992),3.0
5163,Schindler's List (1993),4.0
5165,American Beauty (1999),4.0
5166,"Wizard of Oz, The (1939)",3.0
5168,Notting Hill (1999),4.0
5172,Jules and Jim (Jules et Jim) (1961),4.0
5175,"Patriot, The (2000)",4.0
5180,Life Is Beautiful (La Vita è bella) (1997),5.0
5185,"Sixth Sense, The (1999)",4.0
5199,Groundhog Day (1993),5.0
5201,Butch Cassidy and the Sundance Kid (1969),3.0
5206,Beauty and the Beast (1991),3.0
5209,"Last Emperor, The (1987)",3.0
5220,"Nightmare on Elm Street 5: The Dream Child, A (1989)",2.0
5224,Idle Hands (1999),4.0
5228,Pulp Fiction (1994),2.0
5233,"Godfather, The (1972)",5.0
5239,Hoop Dreams (1994),4.0
5246,Dead Man Walking (1995),3.0
5251,Mansfield Park (1999),3.0
5252,"Shawshank Redemption, The (1994)",5.0
5253,North by Northwest (1959),3.0
5256,Nadine (1987),3.0
5261,Independence Day (ID4) (1996),2.0
5264,Rushmore (1998),4.0
5265,Suspicion (1941),3.0
5269,Color of Night (1994),1.0
5276,One Flew Over the Cuckoo's Nest (1975),3.0
5277,Space Jam (1996),3.0
5281,Bachelor Party (1984),3.0
5284,"Shawshank Redemption, The (1994)",5.0
5289,Dick Tracy (1990),3.0
5290,Scream 2 (1997),5.0
5300,Everyone Says I Love You (1996),3.0
5305,"Simple Plan, A (1998)",3.0
5311,Mission: Impossible 2 (2000),3.0
5317,Babe (1995),3.0
5319,Terminator 2: Judgment Day (1991),5.0
5321,Meatballs (1979),3.0
5323,Return to Me (2000),2.0
5326,Blazing Saddles (1974),3.0
5328,8 1/2 (1963),3.0
5329,Hook (1991),3.0
5331,Some Like It Hot (1959),3.0
5334,Annie Hall (1977),4.0
5344,Dances with Wolves (1990),3.0
5349,Bullets Over Broadway (1994),3.0
5352,Clara's Heart (1988),3.0
5353,Wag the Dog (1997),3.0
5355,"Out-of-Towners, The (1999)",3.0
5356,Village of the Damned (1960),2.0
5359,"Contender, The (2000)",3.0
5361,Back to the Future (1985),5.0
5367,Gandhi (1982),3.0
5368,Spaceballs (1987),3.0
5369,"Sting, The (1973)",3.0
5371,One Flew Over the Cuckoo's Nest (1975),5.0
5385,Star Wars: Episode V - The Empire Strikes Back (1980),4.0
5387,Wag the Dog (1997),2.0
5394,Friday the 13th Part VIII: Jason Takes Manhattan (1989),2.0
5395,"Avengers, The (1998)",3.0
5397,"Clockwork Orange, A (1971)",3.0
5402,Stir of Echoes (1999),3.0
5404,"Rock, The (1996)",3.0
5413,Amadeus (1984),5.0
5421,Philadelphia (1993),3.0
5423,High Noon (1952),3.0
5425,"Blair Witch Project, The (1999)",2.0
5427,Being John Malkovich (1999),4.0
5428,Shakespeare in Love (1998),5.0
5429,Keeping the Faith (2000),3.0
5430,Gigi (1958),3.0
5432,Citizen Kane (1941),4.0
5433,Mad Max 2 (a.k.a. The Road Warrior) (1981),3.0
5438,"Fugitive, The (1993)",3.0
5441,One Flew Over the Cuckoo's Nest (1975),5.0
5443,Gremlins (1984),3.0
5446,Diner (1982),3.0
5447,Groundhog Day (1993),4.0
5448,"Paper Chase, The (1973)",3.0
5451,"Killer, The (Die xue shuang xiong) (1989)",3.0
5452,God Said 'Ha!' (1998),2.0
5453,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.0
5454,Strangers on a Train (1951),3.0
5458,Forrest Gump (1994),4.0
5463,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",5.0
5464,North Dallas Forty (1979),3.0
5468,Four Weddings and a Funeral (1994),4.0
5470,"Straight Story, The (1999)",3.0
5472,My Fair Lady (1964),4.0
5475,Wings of Desire (Der Himmel über Berlin) (1987),3.0
5477,Twelve Monkeys (1995),3.0
5482,Shine (1996),3.0
5483,Grosse Pointe Blank (1997),3.0
5493,Big Daddy (1999),3.0
5494,Maverick (1994),4.0
5496,October Sky (1999),4.0
5500,Cinema Paradiso (1988),4.0
5502,"Fog, The (1980)",1.0
5504,Superman II (1980),3.0
5509,Lolita (1962),3.0
5511,Moonstruck (1987),3.0
5513,Dangerous Liaisons (1988),3.0
5517,Frankenstein (1931),3.0
5520,Beloved (1998),4.0
5522,Mona Lisa (1986),3.0
5523,Star Trek: Generations (1994),3.0
5526,"Longest Day, The (1962)",3.0
5528,Sophie's Choice (1982),4.0
5535,Henry V (1989),4.0
5536,Raging Bull (1980),3.0
5537,"Shawshank Redemption, The (1994)",4.0
5541,Alien (1979),3.0
5542,Casablanca (1942),4.0
5543,Popeye (1980),2.0
5545,Shall We Dance? (Shall We Dansu?) (1996),4.0
5548,"Next Stop, Wonderland (1998)",2.0
5550,Die Hard: With a Vengeance (1995),3.0
5553,"American President, The (1995)",3.0
5556,"Matrix, The (1999)",4.0
5557,Jaws (1975),3.0
5567,Ordinary People (1980),3.0
5571,"Celluloid Closet, The (1995)",3.0
5572,Grosse Pointe Blank (1997),3.0
5573,"Man for All Seasons, A (1966)",3.0
5577,White Christmas (1954),5.0
5580,"Outsiders, The (1983)",2.0
5582,Born Yesterday (1950),3.0
5594,Amadeus (1984),4.0
5596,"English Patient, The (1996)",3.0
5600,Babe (1995),4.0
5604,Diva (1981),2.0
5609,Grand Hotel (1932),4.0
5614,Far and Away (1992),3.0
5616,"Concorde: Airport '79, The (1979)",2.0
5618,Raiders of the Lost Ark (1981),5.0
5620,Stripes (1981),3.0
5621,"Streetcar Named Desire, A (1951)",3.0
5623,Weird Science (1985),3.0
5626,"Dorado, El (1967)",3.0
5627,"Professional, The (a.k.a. Leon: The Professional) (1994)",5.0
5629,Diner (1982),4.0
5631,"Shining, The (1980)",3.0
5636,"Matrix, The (1999)",4.0
5639,"Game, The (1997)",3.0
5643,Ed Wood (1994),3.0
5647,White Squall (1996),2.0
5650,"Money Pit, The (1986)",3.0
5654,Men in Black (1997),4.0
5665,Hideaway (1995),3.0
5667,Ben-Hur (1959),3.0
5675,Magnum Force (1973),3.0
5676,White Men Can't Jump (1992),3.0
5677,"Godfather, The (1972)",4.0
5680,"Big Sleep, The (1946)",3.0
5682,"Shining, The (1980)",3.0
5689,Sling Blade (1996),3.0
5690,Good Will Hunting (1997),4.0
5693,Thelma & Louise (1991),4.0
5695,"Blob, The (1958)",3.0
5698,Stand by Me (1986),5.0
5717,In the Line of Fire (1993),4.0
5721,Butch Cassidy and the Sundance Kid (1969),4.0
5722,Monty Python's Life of Brian (1979),4.0
5724,"Sixth Sense, The (1999)",4.0
5733,"Matrix, The (1999)",4.0
5734,L.A. Confidential (1997),4.0
5736,Hard-Boiled (Lashou shentan) (1992),3.0
5737,Agnes of God (1985),3.0
5739,Cinema Paradiso (1988),3.0
5740,Dark City (1998),3.0
5743,Like Water for Chocolate (Como agua para chocolate) (1992),5.0
5744,Circle of Friends (1995),4.0
5747,"Honey, I Blew Up the Kid (1992)",3.0
5750,This Is Spinal Tap (1984),3.0
5752,Saving Private Ryan (1998),4.0
5755,Sleepers (1996),3.0
5757,Starship Troopers (1997),2.0
5759,Soylent Green (1973),3.0
5762,Inspector Gadget (1999),3.0
5763,Pocahontas (1995),4.0
5770,"Crying Game, The (1992)",3.0
5771,Star Trek V: The Final Frontier (1989),2.0
5774,Red Dawn (1984),3.0
5775,Reservoir Dogs (1992),4.0
5777,Hud (1963),4.0
5779,Total Recall (1990),3.0
5782,Schindler's List (1993),5.0
5786,Dogma (1999),3.0
5790,Still Crazy (1998),4.0
5791,"Godfather: Part II, The (1974)",5.0
5792,Braveheart (1995),3.0
5795,Meteor (1979),0
5796,Defending Your Life (1991),3.0
5805,From Here to Eternity (1953),3.0
5806,"White Balloon, The (Badkonake Sefid ) (1995)",3.0
5808,Harvey (1950),3.0
5812,Nikita (La Femme Nikita) (1990),3.0
5815,This Is Spinal Tap (1984),4.0
5820,To Kill a Mockingbird (1962),3.0
5825,Life Is Beautiful (La Vita è bella) (1997),4.0
5826,Scent of a Woman (1992),3.0
5831,High Plains Drifter (1972),3.0
5838,"African Queen, The (1951)",3.0
5843,"American in Paris, An (1951)",3.0
5845,Rushmore (1998),3.0
5846,Magnolia (1999),3.0
5848,"Room with a View, A (1986)",3.0
5851,Midnight in the Garden of Good and Evil (1997),4.0
5852,I.Q. (1994),3.0
5859,"Graduate, The (1967)",4.0
5865,Frequency (2000),3.0
5868,Secrets & Lies (1996),3.0
5869,Pretty Woman (1990),5.0
5874,"Mask of Zorro, The (1998)",3.0
5880,"Purple Rose of Cairo, The (1985)",3.0
5888,William Shakespeare's Romeo and Juliet (1996),3.0
5889,Toy Story 2 (1999),4.0
5890,North Dallas Forty (1979),3.0
5892,Five Easy Pieces (1970),3.0
5894,Copycat (1995),4.0
5900,On the Waterfront (1954),4.0
5905,"Waterboy, The (1998)",3.0
5906,"Hunt for Red October, The (1990)",5.0
5911,"Civil Action, A (1998)",3.0
5916,"Wild Bunch, The (1969)",3.0
5917,Teenage Mutant Ninja Turtles III (1993),2.0
5920,"Commitments, The (1991)",2.0
5922,"Fish Called Wanda, A (1988)",4.0
5924,Enemy of the State (1998),3.0
5934,"Quiet Man, The (1952)",3.0
5937,Full Metal Jacket (1987),3.0
5942,"Philadelphia Story, The (1940)",4.0
5945,Midnight Express (1978),3.0
5947,Children of the Damned (1963),3.0
5948,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",4.0
5949,Pushing Tin (1999),3.0
5950,What's Eating Gilbert Grape (1993),2.0
5953,E.T. the Extra-Terrestrial (1982),5.0
5954,"Cable Guy, The (1996)",3.0
5956,Deep Impact (1998),3.0
5958,"Postman Always Rings Twice, The (1981)",3.0
5962,Amadeus (1984),3.0
5964,Patch Adams (1998),3.0
5965,Clerks (1994),3.0
5967,Double Jeopardy (1999),3.0
5972,White Men Can't Jump (1992),4.0
5974,Searching for Bobby Fischer (1993),4.0
5975,"Shawshank Redemption, The (1994)",5.0
5976,Women on the Verge of a Nervous Breakdown (1988),3.0
5977,Papillon (1973),3.0
5978,Lethal Weapon 3 (1992),3.0
5980,"Rock, The (1996)",2.0
5981,Superman (1978),3.0
5986,Gandhi (1982),3.0
5999,Blade Runner (1982),3.0
6001,"Wings of the Dove, The (1997)",3.0
6002,To Die For (1995),2.0
6011,Clear and Present Danger (1994),3.0
6016,"They Shoot Horses, Don't They? (1969)",3.0
6021,Toy Story (1995),4.0
6032,Star Wars: Episode V - The Empire Strikes Back (1980),5.0
6033,"Messenger: The Story of Joan of Arc, The (1999)",3.0
6035,Virus (1999),3.0
6036,Speed (1994),3.0
6037,Nikita (La Femme Nikita) (1990),4.0
6040,"Spanish Prisoner, The (1997)",3.0
23,"Mask, The (1994)",4.0
57,Shaft (2000),4.0
66,Patton (1970),3.0
75,Lost in Space (1998),2.0
78,Austin Powers: International Man of Mystery (1997),3.0
92,Jaws (1975),4.0
114,Toy Story (1995),5.0
142,Magnolia (1999),4.0
186,"Rescuers, The (1977)",3.0
204,Animal House (1978),3.0
223,At First Sight (1999),3.0
271,Dances with Wolves (1990),5.0
298,Jurassic Park (1993),4.0
310,Cats Don't Dance (1997),2.0
363,She's So Lovely (1997),4.0
379,Dave (1993),3.0
413,To Die For (1995),3.0
454,Drop Dead Gorgeous (1999),3.0
470,Snow White and the Seven Dwarfs (1937),5.0
474,Bad Lieutenant (1992),3.0
484,"Nightmare Before Christmas, The (1993)",4.0
500,Peter Pan (1953),5.0
536,Balto (1995),5.0
563,"Abyss, The (1989)",3.0
570,Meet the Parents (2000),3.0
596,Airplane! (1980),4.0
610,"Clockwork Orange, A (1971)",2.0
614,Peter Pan (1953),4.0
616,Boogie Nights (1997),3.0
629,Blackbeard's Ghost (1968),3.0
639,Herbie Goes to Monte Carlo (1977),3.0
662,Pocahontas (1995),3.0
672,"Lost World: Jurassic Park, The (1997)",3.0
678,Ruthless People (1986),3.0
696,Star Trek: First Contact (1996),3.0
712,Scream 2 (1997),4.0
713,Clueless (1995),4.0
715,Chicken Run (2000),0
716,Run Lola Run (Lola rennt) (1998),4.0
720,"Matrix, The (1999)",4.0
731,Ready to Wear (Pret-A-Porter) (1994),3.0
737,Star Trek IV: The Voyage Home (1986),2.0
740,Jerry Maguire (1996),4.0
753,Robin Hood: Men in Tights (1993),3.0
783,Men in Black (1997),5.0
817,Halloween: The Curse of Michael Myers (1995),3.0
831,"Devil's Advocate, The (1997)",3.0
836,"Three Caballeros, The (1945)",3.0
855,Excess Baggage (1997),4.0
877,Cliffhanger (1993),3.0
890,Jaws (1975),4.0
893,Bad Lieutenant (1992),2.0
921,Star Wars: Episode V - The Empire Strikes Back (1980),5.0
922,Chain Reaction (1996),3.0
926,Sleepy Hollow (1999),3.0
931,"Quiet Man, The (1952)",3.0
937,Heavy Metal (1981),3.0
939,Star Wars: Episode V - The Empire Strikes Back (1980),4.0
952,Swingers (1996),5.0
956,Enchanted April (1991),3.0
964,"Lion King, The (1994)",4.0
973,I'm Not Rappaport (1996),3.0
1023,"Sound of Music, The (1965)",4.0
1044,F/X (1986),3.0
1065,Far and Away (1992),4.0
1067,Run Lola Run (Lola rennt) (1998),3.0
1087,Snow White and the Seven Dwarfs (1937),3.0
1092,West Side Story (1961),5.0
1100,"Dark Crystal, The (1982)",3.0
1106,Repo Man (1984),3.0
1112,Eyes Wide Shut (1999),3.0
1125,Like Water for Chocolate (Como agua para chocolate) (1992),4.0
1127,"View to a Kill, A (1985)",3.0
1139,Ronin (1998),3.0
1141,Singin' in the Rain (1952),4.0
1147,Paths of Glory (1957),4.0
1177,As Good As It Gets (1997),3.0
1241,28 Days (2000),3.0
1271,E.T. the Extra-Terrestrial (1982),5.0
1294,Labyrinth (1986),4.0
1297,Interview with the Vampire (1994),3.0
1307,Nikita (La Femme Nikita) (1990),4.0
1311,"Little Mermaid, The (1989)",4.0
1314,Newsies (1992),4.0
1325,Singin' in the Rain (1952),3.0
1327,South Pacific (1958),5.0
1337,Watership Down (1978),4.0
1348,"Princess Bride, The (1987)",4.0
1353,"Bug's Life, A (1998)",3.0
1354,French Kiss (1995),4.0
1356,Hackers (1995),3.0
1359,Toy Story 2 (1999),3.0
1362,Star Trek: Insurrection (1998),3.0
1389,"Hudsucker Proxy, The (1994)",3.0
1394,American Beauty (1999),4.0
1426,"Truman Show, The (1998)",4.0
1428,From Russia with Love (1963),4.0
1429,"Contender, The (2000)",3.0
1434,Center Stage (2000),3.0
1462,Stand by Me (1986),5.0
1481,"English Patient, The (1996)",3.0
1484,"Addams Family, The (1991)",3.0
1491,Bowfinger (1999),3.0
1494,Evil Dead II (Dead By Dawn) (1987),3.0
1496,Re-Animator (1985),2.0
1507,Toy Story 2 (1999),4.0
1509,Puppet Master III: Toulon's Revenge (1991),3.0
1515,Stand by Me (1986),3.0
1531,North by Northwest (1959),5.0
1542,Ferris Bueller's Day Off (1986),3.0
1557,"Mask, The (1994)",4.0
1563,"Cell, The (2000)",3.0
1574,"Little Mermaid, The (1989)",5.0
1586,Dances with Wolves (1990),3.0
1595,From Russia with Love (1963),4.0
1598,Back to the Future Part II (1989),3.0
1611,Wild Things (1998),3.0
1633,Highlander (1986),3.0
1635,Pee-wee's Big Adventure (1985),3.0
1637,Pi (1998),3.0
1647,Billy Madison (1995),3.0
1659,"Lost World: Jurassic Park, The (1997)",3.0
1675,"Exorcist, The (1973)",3.0
1688,Star Trek III: The Search for Spock (1984),3.0
1698,"Pelican Brief, The (1993)",3.0
1710,Chasing Amy (1997),3.0
1728,Alice in Wonderland (1951),4.0
1743,"Wild Bunch, The (1969)",3.0
1746,Aladdin (1992),3.0
1757,Office Space (1999),3.0
1765,Airplane II: The Sequel (1982),3.0
1806,What's Eating Gilbert Grape (1993),4.0
1815,Forrest Gump (1994),5.0
1819,"Creature From the Black Lagoon, The (1954)",3.0
1835,Wisdom (1986),1.0
1848,Bob Roberts (1992),3.0
1851,Hot Shots! Part Deux (1993),3.0
1871,Bull Durham (1988),3.0
1901,"Rocketeer, The (1991)",3.0
1906,Medicine Man (1992),3.0
1938,"Pagemaster, The (1994)",4.0
1948,Congo (1995),3.0
1950,Robert A. Heinlein's The Puppet Masters (1994),3.0
1951,G.I. Jane (1997),3.0
1960,Good Will Hunting (1997),4.0
1973,Boogie Nights (1997),4.0
1977,"Wrong Trousers, The (1993)",3.0
1978,Mission: Impossible 2 (2000),3.0
2028,Little Odessa (1994),2.0
2059,"Terminator, The (1984)",3.0
2087,Stand by Me (1986),5.0
2099,Airplane! (1980),4.0
2103,Toy Story 2 (1999),5.0
2116,Schindler's List (1993),5.0
2125,"Limey, The (1999)",5.0
2128,From Russia with Love (1963),3.0
2141,American Beauty (1999),4.0
2145,Free Enterprise (1998),3.0
2162,Of Mice and Men (1992),3.0
2177,Edward Scissorhands (1990),3.0
2180,Romancing the Stone (1984),4.0
2195,Jackie Chan's First Strike (1996),3.0
2218,American Beauty (1999),4.0
2223,Trading Places (1983),4.0
2232,Frequency (2000),3.0
2255,Mulan (1998),3.0
2262,Rumble in the Bronx (1995),4.0
2280,Sunshine (1999),3.0
2330,"Stepford Wives, The (1975)",3.0
2383,"Thin Red Line, The (1998)",3.0
2386,Terminator 2: Judgment Day (1991),4.0
2391,"Usual Suspects, The (1995)",4.0
2427,54 (1998),3.0
2457,Willy Wonka and the Chocolate Factory (1971),5.0
2463,Lethal Weapon 2 (1989),4.0
2466,"Sound of Music, The (1965)",5.0
2562,Pete's Dragon (1977),3.0
2566,Mary Poppins (1964),4.0
2572,When We Were Kings (1996),3.0
2599,X-Men (2000),3.0
2671,Stand by Me (1986),4.0
2676,Who's Afraid of Virginia Woolf? (1966),3.0
2718,Speed (1994),4.0
2724,"Birdcage, The (1996)",3.0
2730,Erin Brockovich (2000),5.0
2796,Forrest Gump (1994),4.0
2810,Of Mice and Men (1992),4.0
2881,Remember the Titans (2000),4.0
2887,"War, The (1994)",3.0
2888,Blazing Saddles (1974),3.0
2926,Star Wars: Episode VI - Return of the Jedi (1983),3.0
2934,L.A. Confidential (1997),4.0
2935,Starship Troopers (1997),3.0
2938,This Is Spinal Tap (1984),3.0
2941,2010 (1984),3.0
2979,"Bug's Life, A (1998)",4.0
2999,"Goonies, The (1985)",3.0
3007,That Thing You Do! (1996),4.0
3031,Weekend at Bernie's (1989),3.0
3032,Rosemary's Baby (1968),4.0
3101,Star Trek VI: The Undiscovered Country (1991),4.0
3158,Speed 2: Cruise Control (1997),2.0
3196,Home Alone 2: Lost in New York (1992),3.0
3228,"Clan of the Cave Bear, The (1986)",3.0
3274,Super Mario Bros. (1993),3.0
3308,"American Tail: Fievel Goes West, An (1991)",3.0
3311,Desperately Seeking Susan (1985),3.0
3312,Half Baked (1998),3.0
3356,Lone Star (1996),3.0
3401,"Mask of Zorro, The (1998)",4.0
3418,Terminator 2: Judgment Day (1991),4.0
3445,"Sixth Sense, The (1999)",4.0
3454,Adventures in Babysitting (1987),3.0
3458,Moonstruck (1987),4.0
3485,"Shawshank Redemption, The (1994)",5.0
3486,"Honey, I Shrunk the Kids (1989)",3.0
3499,Independence Day (ID4) (1996),3.0
3518,City of Angels (1998),3.0
3665,Flight of the Navigator (1986),3.0
3675,Hairspray (1988),3.0
3695,Pretty Woman (1990),4.0
3711,Toy Story (1995),4.0
3715,American Beauty (1999),3.0
3720,Eat Drink Man Woman (1994),3.0
3726,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",3.0
3768,Die Hard (1988),3.0
3780,Splash (1984),3.0
3887,Sense and Sensibility (1995),3.0
3891,Three Colors: Blue (1993),4.0
3979,"Black Cauldron, The (1985)",3.0
3992,Married to the Mob (1988),3.0
4041,"Beverly Hillbillies, The (1993)",3.0
4054,In the Name of the Father (1993),3.0
4062,Deep Impact (1998),4.0
4086,Pleasantville (1998),3.0
4143,Star Wars: Episode V - The Empire Strikes Back (1980),5.0
4194,Dogma (1999),3.0
4225,Sleepy Hollow (1999),3.0
4357,Little Shop of Horrors (1986),3.0
4436,Wild Things (1998),4.0
4446,Ace Ventura: When Nature Calls (1995),3.0
4456,My Life in Pink (Ma vie en rose) (1997),3.0
4458,"Close Shave, A (1995)",3.0
4507,Spaceballs (1987),5.0
4518,X-Men (2000),5.0
4524,Better Off Dead... (1985),2.0
4541,Super Mario Bros. (1993),2.0
4561,Apollo 13 (1995),4.0
4566,Rising Sun (1993),3.0
4585,"Lock, Stock & Two Smoking Barrels (1998)",1.0
4591,Everything You Always Wanted to Know About Sex (1972),3.0
4609,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",3.0
4610,X-Men (2000),4.0
4633,"Parent Trap, The (1998)",3.0
4643,Fearless (1993),4.0
4658,Fair Game (1995),3.0
4670,"Nightmare Before Christmas, The (1993)",4.0
4718,Cats Don't Dance (1997),3.0
4732,Beavis and Butt-head Do America (1996),3.0
4784,"Birds, The (1963)",3.0
4790,William Shakespeare's Romeo and Juliet (1996),4.0
4796,James and the Giant Peach (1996),5.0
4808,Sliver (1993),3.0
4855,James and the Giant Peach (1996),3.0
4877,Glory (1989),3.0
4887,To Die For (1995),3.0
4897,Candyman: Farewell to the Flesh (1995),2.0
4899,Trading Places (1983),3.0
4902,"Maltese Falcon, The (1941)",5.0
4934,Monty Python and the Holy Grail (1974),3.0
4995,Ran (1985),3.0
5011,Hero (1992),3.0
5084,Mary Poppins (1964),4.0
5114,10 Things I Hate About You (1999),4.0
5173,"Longest Day, The (1962)",0
5198,Houseguest (1994),3.0
5223,Go (1999),2.0
5232,"Close Shave, A (1995)",4.0
5250,Great Expectations (1998),3.0
5280,"House on Haunted Hill, The (1999)",3.0
5282,Boys on the Side (1995),3.0
5283,Conan the Barbarian (1982),3.0
5294,Antz (1998),3.0
5299,Double Indemnity (1944),4.0
5302,Big Daddy (1999),3.0
5306,Lake Placid (1999),3.0
5384,Some Like It Hot (1959),4.0
5401,JFK (1991),4.0
5408,Excalibur (1981),4.0
5420,"Iron Giant, The (1999)",5.0
5450,Babe (1995),3.0
5455,Shakespeare in Love (1998),4.0
5460,Back to the Future Part II (1989),3.0
5490,Star Trek VI: The Undiscovered Country (1991),4.0
5530,Kids (1995),3.0
5539,Welcome to the Dollhouse (1995),2.0
5558,D3: The Mighty Ducks (1996),3.0
5570,Star Wars: Episode I - The Phantom Menace (1999),3.0
5602,Groundhog Day (1993),3.0
5605,Here on Earth (2000),3.0
5657,Homeward Bound: The Incredible Journey (1993),4.0
5705,Down to You (2000),3.0
5707,Aladdin (1992),4.0
5751,Never Been Kissed (1999),4.0
5823,"Net, The (1995)",3.0
5824,Robocop 2 (1990),3.0
5878,Return to Me (2000),4.0
5886,Ladyhawke (1985),4.0
5925,On the Town (1949),4.0
5957,"Shining, The (1980)",2.0
5995,Total Recall (1990),3.0
6006,How to Make an American Quilt (1995),3.0
6013,Little Women (1994),5.0
6039,Gigi (1958),3.0
6,Toy Story (1995),4.0
10,Mr. Holland's Opus (1995),4.0
35,Elizabeth (1998),4.0
45,Big Daddy (1999),3.0
106,Star Wars: Episode VI - Return of the Jedi (1983),4.0
117,All That Jazz (1979),3.0
148,Star Wars: Episode V - The Empire Strikes Back (1980),4.0
156,Practical Magic (1998),3.0
161,"Way We Were, The (1973)",3.0
173,Hype! (1996),4.0
183,Blue Velvet (1986),3.0
233,"Last of the Mohicans, The (1992)",5.0
302,Heat (1995),4.0
322,Saving Private Ryan (1998),5.0
323,Tron (1982),3.0
324,"Green Mile, The (1999)",4.0
336,Return from Witch Mountain (1978),3.0
343,Grumpy Old Men (1993),3.0
346,Weekend at Bernie's (1989),3.0
358,Gone with the Wind (1939),4.0
367,Bound (1996),3.0
446,Sense and Sensibility (1995),4.0
487,Edward Scissorhands (1990),3.0
490,Charlotte's Web (1973),3.0
499,Sister Act (1992),3.0
518,Seven (Se7en) (1995),4.0
528,In the Army Now (1994),3.0
543,"Fugitive, The (1993)",4.0
544,Snow White and the Seven Dwarfs (1937),5.0
556,Mary Poppins (1964),3.0
583,Fantasia (1940),3.0
594,Cutthroat Island (1995),3.0
635,Chinatown (1974),3.0
727,Jerry Maguire (1996),4.0
798,"Karate Kid, Part II, The (1986)",3.0
800,Around the World in 80 Days (1956),5.0
802,"American Werewolf in London, An (1981)",3.0
804,Poison Ivy: New Seduction (1997),3.0
822,Bulworth (1998),3.0
881,"Straight Story, The (1999)",5.0
899,Ferris Bueller's Day Off (1986),3.0
910,"Last Emperor, The (1987)",3.0
911,Once Upon a Time in America (1984),4.0
924,"African Queen, The (1951)",3.0
987,"Theory of Flight, The (1998)",2.0
989,Singin' in the Rain (1952),5.0
991,Raiders of the Lost Ark (1981),5.0
995,Charade (1963),3.0
1024,My Fair Lady (1964),4.0
1029,"Producers, The (1968)",3.0
1052,West Side Story (1961),3.0
1066,Sabrina (1995),3.0
1072,Schindler's List (1993),1.0
1073,To Kill a Mockingbird (1962),4.0
1074,Patton (1970),3.0
1083,Star Trek: First Contact (1996),4.0
1114,"MatchMaker, The (1997)",3.0
1143,Star Wars: Episode IV - A New Hope (1977),3.0
1164,Sabrina (1954),3.0
1191,"Place in the Sun, A (1951)",3.0
1196,Bambi (1942),3.0
1199,Star Trek IV: The Voyage Home (1986),4.0
1254,Clueless (1995),5.0
1322,Four Weddings and a Funeral (1994),4.0
1355,Eyes Wide Shut (1999),3.0
1373,Midnight in the Garden of Good and Evil (1997),3.0
1387,101 Dalmatians (1961),3.0
1425,Christmas Vacation (1989),3.0
1465,Rocky III (1982),3.0
1472,"Last of the Mohicans, The (1992)",3.0
1473,"View to a Kill, A (1985)",3.0
1525,"Producers, The (1968)",3.0
1540,Best in Show (2000),3.0
1561,"Opposite of Sex, The (1998)",3.0
1568,12 Angry Men (1957),4.0
1580,Leaving Las Vegas (1995),3.0
1605,"Walk on the Moon, A (1999)",3.0
1645,"Jungle Book, The (1967)",5.0
1693,"African Queen, The (1951)",3.0
1699,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.0
1752,"Mask, The (1994)",3.0
1755,"Replacements, The (2000)",4.0
1796,There's Something About Mary (1998),4.0
1861,"Rock, The (1996)",3.0
1875,Runaway Train (1985),3.0
1883,Little Shop of Horrors (1986),3.0
1887,Alien (1979),4.0
1939,Year of Living Dangerously (1982),3.0
2011,"Exorcist, The (1973)",3.0
2068,Song of the South (1946),2.0
2088,On Her Majesty's Secret Service (1969),3.0
2091,Weekend at Bernie's (1989),3.0
2172,"Goonies, The (1985)",3.0
2190,"Hunchback of Notre Dame, The (1996)",4.0
2197,Saving Private Ryan (1998),5.0
2205,"NeverEnding Story, The (1984)",3.0
2225,"Grand Day Out, A (1992)",2.0
2241,Titanic (1953),2.0
