user_id,item_id,title,actual_rating,predicted_rating,is_rating_float
5805,904,Rear Window (1954),5,4.0,True
5806,1300,My Life as a Dog (Mitt liv som hund) (1985),5,4.0,True
5808,1200,Aliens (1986),4,4.0,True
5812,194,Smoke (1995),5,0,True
5815,3328,Ghost Dog: The Way of the Samurai (1999),5,4.0,True
5820,1358,Sling Blade (1996),4,4.0,True
5825,2689,Get Bruce (1999),4,0,True
5826,2568,"Mod Squad, The (1999)",2,3.0,True
5831,595,Beauty and the Beast (1991),5,0,True
5838,1296,"Room with a View, A (1986)",5,4.0,True
5843,2720,Inspector Gadget (1999),4,3.0,True
5845,2629,"Love Letter, The (1999)",4,3.0,True
5846,3006,"Insider, The (1999)",3,3.0,True
5848,2300,"Producers, The (1968)",5,3.0,True
5851,3262,Twin Peaks: Fire Walk with Me (1992),1,0,True
5852,1735,Great Expectations (1998),1,4.0,True
5859,1358,Sling Blade (1996),5,4.0,True
5865,1240,"Terminator, The (1984)",4,4.0,True
5868,3429,Creature Comforts (1990),5,4.0,True
5869,1275,Highlander (1986),5,4.0,True
5874,1391,Mars Attacks! (1996),4,4.0,True
5880,2912,"Limey, The (1999)",4,3.0,True
5888,3043,Meatballs 4 (1992),1,4.0,True
5889,1617,L.A. Confidential (1997),4,4.0,True
5890,1949,"Man for All Seasons, A (1966)",5,4.0,True
5892,1283,High Noon (1952),4,0,True
5894,2055,Hot Lead and Cold Feet (1978),4,3.0,True
5900,1794,Love and Death on Long Island (1997),5,4.0,True
5905,2109,"Jerk, The (1979)",5,4.0,True
5906,608,Fargo (1996),5,0,True
5911,233,Exotica (1994),4,0,True
5916,2159,Henry: Portrait of a Serial Killer (1990),3,3.0,True
5917,1307,When Harry Met Sally... (1989),4,4.0,True
5920,11,"American President, The (1995)",4,3.0,True
5922,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),2,4.0,True
5924,1214,Alien (1979),5,4.0,True
5934,1294,M*A*S*H (1970),4,4.0,True
5937,593,"Silence of the Lambs, The (1991)",3,4.0,True
5942,3201,Five Easy Pieces (1970),5,4.0,True
5945,2303,Nashville (1975),5,3.0,True
5947,2004,Gremlins 2: The New Batch (1990),1,4.0,True
5948,1941,Hamlet (1948),5,4.0,True
5949,1213,GoodFellas (1990),5,4.0,True
5950,2336,Elizabeth (1998),4,4.0,True
5953,435,Coneheads (1993),3,3.0,True
5954,928,Rebecca (1940),5,4.0,True
5956,1270,Back to the Future (1985),3,5.0,True
5958,1214,Alien (1979),5,4.0,True
5962,934,Father of the Bride (1950),4,4.0,True
5964,594,Snow White and the Seven Dwarfs (1937),4,5.0,True
5965,2038,"Cat from Outer Space, The (1978)",5,3.0,True
5967,2609,"King of Masks, The (Bian Lian) (1996)",4,4.0,True
5972,564,Chasers (1994),3,3.0,True
5974,3270,"Cutting Edge, The (1992)",2,3.0,True
5975,2353,Enemy of the State (1998),4,4.0,True
5976,47,Seven (Se7en) (1995),5,4.0,True
5977,1387,Jaws (1975),3,4.0,True
5978,2971,All That Jazz (1979),1,4.0,True
5980,3105,Awakenings (1990),2,4.0,True
5981,3406,Captain Horatio Hornblower (1951),3,4.0,True
5986,3461,Lord of the Flies (1963),5,4.0,True
5999,746,Force of Evil (1948),5,4.0,True
6001,924,2001: A Space Odyssey (1968),5,4.0,True
6002,2973,Crimes and Misdemeanors (1989),2,4.0,True
6011,1291,Indiana Jones and the Last Crusade (1989),5,5.0,True
6016,2385,Home Fries (1998),3,4.0,True
6021,1580,Men in Black (1997),4,4.0,True
6032,3198,Papillon (1973),2,3.0,True
6033,780,Independence Day (ID4) (1996),4,4.0,True
6035,1760,Spice World (1997),1,0,True
6036,1177,Enchanted April (1991),3,4.0,True
6037,2728,Spartacus (1960),3,4.0,True
6040,2852,"Soldier's Story, A (1984)",3,3.0,True
23,1876,Deep Impact (1998),1,4.0,True
57,3694,"Toxic Avenger, Part II, The (1989)",4,4.0,True
66,524,Rudy (1993),5,3.0,True
75,238,Far From Home: The Adventures of Yellow Dog (1995),3,4.0,True
78,1265,Groundhog Day (1993),4,4.0,True
92,465,Heaven & Earth (1993),1,4.0,True
114,2686,"Red Violin, The (Le Violon rouge) (1998)",4,4.0,True
142,3253,Wayne's World (1992),3,4.0,True
186,318,"Shawshank Redemption, The (1994)",5,5.0,True
204,2702,Summer of Sam (1999),2,3.0,True
223,1271,Fried Green Tomatoes (1991),1,4.0,True
271,1,Toy Story (1995),4,5.0,True
298,3538,East is East (1999),4,4.0,True
310,337,What's Eating Gilbert Grape (1993),5,4.0,True
363,2139,"Secret of NIMH, The (1982)",3,4.0,True
379,3414,Love Is a Many-Splendored Thing (1955),5,4.0,True
413,1183,"English Patient, The (1996)",4,4.0,True
454,2405,"Jewel of the Nile, The (1985)",1,0,True
470,1196,Star Wars: Episode V - The Empire Strikes Back (1980),4,5.0,True
474,227,Drop Zone (1994),5,4.0,True
484,3354,Mission to Mars (2000),3,3.0,True
500,2162,"NeverEnding Story II: The Next Chapter, The (1990)",3,3.0,True
536,2018,Bambi (1942),4,4.0,True
563,3697,Predator 2 (1990),2,3.0,True
570,1888,Hope Floats (1998),3,4.0,True
596,3535,American Psycho (2000),2,4.0,True
610,1090,Platoon (1986),5,0,True
614,1806,Paulie (1998),1,0,True
616,1248,Touch of Evil (1958),4,4.0,True
629,2899,Gulliver's Travels (1939),3,4.0,True
639,2392,Jack Frost (1998),4,3.0,True
662,552,"Three Musketeers, The (1993)",3,4.0,True
672,2948,From Russia with Love (1963),4,4.0,True
678,2262,About Last Night... (1986),3,4.0,True
696,2023,"Godfather: Part III, The (1990)",3,3.0,True
712,742,Thinner (1996),2,4.0,True
713,2872,Excalibur (1981),4,3.0,True
715,551,"Nightmare Before Christmas, The (1993)",4,4.0,True
716,2054,"Honey, I Shrunk the Kids (1989)",4,4.0,True
720,3753,"Patriot, The (2000)",5,4.0,True
731,2006,"Mask of Zorro, The (1998)",4,4.0,True
737,1264,Diva (1981),1,0,True
740,3409,Final Destination (2000),4,4.0,True
753,2710,"Blair Witch Project, The (1999)",3,4.0,True
783,517,Rising Sun (1993),3,4.0,True
817,362,"Jungle Book, The (1994)",4,4.0,True
831,2160,Rosemary's Baby (1968),4,4.0,True
836,551,"Nightmare Before Christmas, The (1993)",1,4.0,True
855,1249,Nikita (La Femme Nikita) (1990),4,4.0,True
877,2540,"Corruptor, The (1999)",3,3.0,True
890,2424,You've Got Mail (1998),2,4.0,True
893,3753,"Patriot, The (2000)",3,4.0,True
921,1580,Men in Black (1997),4,4.0,True
922,1614,In & Out (1997),4,4.0,True
926,3952,"Contender, The (2000)",5,4.0,True
931,2078,"Jungle Book, The (1967)",3,4.0,True
937,296,Pulp Fiction (1994),3,5.0,True
939,1617,L.A. Confidential (1997),4,4.0,True
952,551,"Nightmare Before Christmas, The (1993)",3,4.0,True
956,235,Ed Wood (1994),4,4.0,True
964,3556,"Virgin Suicides, The (1999)",4,4.0,True
973,2690,"Ideal Husband, An (1999)",4,4.0,True
1023,3936,"Phantom of the Opera, The (1943)",3,4.0,True
1044,3360,Hoosiers (1986),4,4.0,True
1065,892,Twelfth Night (1996),5,4.0,True
1067,2291,Edward Scissorhands (1990),4,4.0,True
1087,3751,Chicken Run (2000),3,4.0,True
1092,1022,Cinderella (1950),4,4.0,True
1100,516,Renaissance Man (1994),2,4.0,True
1106,3394,Blind Date (1987),3,4.0,True
1112,2804,"Christmas Story, A (1983)",4,4.0,True
1125,1713,Mouse Hunt (1997),4,4.0,True
1127,1257,Better Off Dead... (1985),4,4.0,True
1139,3108,"Fisher King, The (1991)",4,4.0,True
1141,3259,Far and Away (1992),1,3.0,True
1147,678,Some Folks Call It a Sling Blade (1993),3,4.0,True
1177,3555,U-571 (2000),4,4.0,True
1241,551,"Nightmare Before Christmas, The (1993)",5,4.0,True
1271,2170,Wrongfully Accused (1998),4,4.0,True
1294,2770,Bowfinger (1999),5,0,True
1297,440,Dave (1993),2,0,True
1307,661,James and the Giant Peach (1996),4,4.0,True
1311,1032,Alice in Wonderland (1951),5,4.0,True
1314,899,Singin' in the Rain (1952),5,4.0,True
1325,3754,"Adventures of Rocky and Bullwinkle, The (2000)",2,4.0,True
1327,1688,Anastasia (1997),3,4.0,True
1337,1026,So Dear to My Heart (1949),3,4.0,True
1348,1028,Mary Poppins (1964),4,5.0,True
1353,2089,"Rescuers Down Under, The (1990)",3,4.0,True
1354,1147,When We Were Kings (1996),5,4.0,True
1356,784,"Cable Guy, The (1996)",2,3.0,True
1359,1148,"Wrong Trousers, The (1993)",4,4.0,True
1362,3698,"Running Man, The (1987)",3,4.0,True
1389,249,Immortal Beloved (1994),5,3.0,True
1394,3882,Bring It On (2000),3,4.0,True
1426,441,Dazed and Confused (1993),4,4.0,True
1428,1466,Donnie Brasco (1997),3,4.0,True
1429,2068,Fanny and Alexander (1982),3,4.0,True
1434,355,"Flintstones, The (1994)",3,3.0,True
1462,3865,"Original Kings of Comedy, The (2000)",2,4.0,True
1481,673,Space Jam (1996),4,4.0,True
1484,1233,"Boat, The (Das Boot) (1981)",5,4.0,True
1491,2382,Police Academy 5: Assignment: Miami Beach (1988),1,3.0,True
1494,1673,Boogie Nights (1997),3,4.0,True
1496,1378,Young Guns (1988),2,3.0,True
1507,2291,Edward Scissorhands (1990),3,4.0,True
1509,648,Mission: Impossible (1996),3,0,True
1515,1958,Terms of Endearment (1983),3,4.0,True
1531,3515,Me Myself I (2000),3,3.0,True
1542,2294,Antz (1998),4,4.0,True
1557,1717,Scream 2 (1997),4,4.0,True
1563,2720,Inspector Gadget (1999),1,3.0,True
1574,260,Star Wars: Episode IV - A New Hope (1977),2,5.0,True
1586,2993,Thunderball (1965),5,0,True
1595,2959,Fight Club (1999),5,5.0,True
1598,1676,Starship Troopers (1997),3,4.0,True
1611,1285,Heathers (1989),4,4.0,True
1633,1269,Arsenic and Old Lace (1944),4,5.0,True
1635,1151,Faust (1994),5,4.0,True
1637,2478,Three Amigos! (1986),3,4.0,True
1647,1345,Carrie (1976),3,0,True
1659,2432,Stepmom (1998),3,3.0,True
1675,2141,"American Tail, An (1986)",4,3.0,True
1688,2683,Austin Powers: The Spy Who Shagged Me (1999),3,4.0,True
1698,1580,Men in Black (1997),4,4.0,True
1710,1399,Marvin's Room (1996),4,4.0,True
1728,1219,Psycho (1960),5,4.0,True
1743,913,"Maltese Falcon, The (1941)",5,4.0,True
1746,2046,Flight of the Navigator (1986),5,4.0,True
1757,2469,Peggy Sue Got Married (1986),4,4.0,True
1765,3509,Black and White (1999),4,3.0,True
1806,1713,Mouse Hunt (1997),4,4.0,True
1815,2053,"Honey, I Blew Up the Kid (1992)",2,4.0,True
1819,3918,Hellbound: Hellraiser II (1988),1,4.0,True
1835,2381,Police Academy 4: Citizens on Patrol (1987),1,3.0,True
1848,2859,Stop Making Sense (1984),3,4.0,True
1851,35,Carrington (1995),2,4.0,True
1871,709,Oliver & Company (1988),3,0,True
1901,432,City Slickers II: The Legend of Curly's Gold (1994),4,3.0,True
1906,1171,Bob Roberts (1992),3,3.0,True
1938,1489,Cats Don't Dance (1997),3,4.0,True
1948,1590,Event Horizon (1997),1,0,True
1950,1253,"Day the Earth Stood Still, The (1951)",4,4.0,True
1951,1265,Groundhog Day (1993),4,4.0,True
1960,3788,Blowup (1966),3,3.0,True
1973,2624,After Life (1998),5,3.0,True
1977,946,To Be or Not to Be (1942),4,4.0,True
1978,1517,Austin Powers: International Man of Mystery (1997),5,4.0,True
2028,477,What's Love Got to Do with It? (1993),4,0,True
2059,2471,Crocodile Dundee II (1988),4,3.0,True
2087,3753,"Patriot, The (2000)",4,4.0,True
2099,3897,Almost Famous (2000),4,4.0,True
2103,1249,Nikita (La Femme Nikita) (1990),5,4.0,True
2116,2003,Gremlins (1984),5,4.0,True
2125,2802,Tequila Sunrise (1988),4,4.0,True
2128,661,James and the Giant Peach (1996),3,4.0,True
2141,144,"Brothers McMullen, The (1995)",4,3.0,True
2145,2641,Superman II (1980),3,3.0,True
2162,1962,Driving Miss Daisy (1989),5,4.0,True
2177,1210,Star Wars: Episode VI - Return of the Jedi (1983),5,4.0,True
2180,3593,Battlefield Earth (2000),3,2.0,True
2195,1566,Hercules (1997),1,4.0,True
2218,3450,Grumpy Old Men (1993),4,4.0,True
2223,536,"Simple Twist of Fate, A (1994)",3,4.0,True
2232,456,Fresh (1994),5,3.0,True
2255,1848,"Borrowers, The (1997)",3,4.0,True
2262,356,Forrest Gump (1994),4,5.0,True
2280,3910,Dancer in the Dark (2000),3,4.0,True
2330,2529,Planet of the Apes (1968),3,4.0,True
2383,3087,Scrooged (1988),4,0,True
2386,1196,Star Wars: Episode V - The Empire Strikes Back (1980),4,4.0,True
2391,235,Ed Wood (1994),3,4.0,True
2427,2907,Superstar (1999),2,0,True
2457,1544,"Lost World: Jurassic Park, The (1997)",3,4.0,True
2463,2476,Heartbreak Ridge (1986),3,4.0,True
2466,1240,"Terminator, The (1984)",4,4.0,True
2562,431,Carlito's Way (1993),4,3.0,True
2566,2078,"Jungle Book, The (1967)",4,4.0,True
2572,34,Babe (1995),4,0,True
2599,671,Mystery Science Theater 3000: The Movie (1996),4,4.0,True
2671,1580,Men in Black (1997),3,4.0,True
2676,1271,Fried Green Tomatoes (1991),4,4.0,True
2718,171,Jeffrey (1995),5,3.0,True
2724,39,Clueless (1995),5,4.0,True
2730,1387,Jaws (1975),3,4.0,True
2796,2827,"Astronaut's Wife, The (1999)",1,4.0,True
2810,765,Jack (1996),4,0,True
2881,3863,"Cell, The (2000)",3,0,True
2887,2717,Ghostbusters II (1989),3,4.0,True
2888,1088,Dirty Dancing (1987),3,4.0,True
2926,2490,Payback (1999),3,0,True
2934,531,"Secret Garden, The (1993)",4,4.0,True
2935,1876,Deep Impact (1998),2,4.0,True
2938,2735,"Golden Child, The (1986)",3,4.0,True
2941,1391,Mars Attacks! (1996),3,3.0,True
2979,2173,"Navigator: A Mediaeval Odyssey, The (1988)",4,0,True
2999,2081,"Little Mermaid, The (1989)",3,4.0,True
3007,2042,D2: The Mighty Ducks (1994),1,4.0,True
3031,1378,Young Guns (1988),4,3.0,True
3032,914,My Fair Lady (1964),5,4.0,True
3101,2046,Flight of the Navigator (1986),3,4.0,True
3158,2863,"Hard Day's Night, A (1964)",3,4.0,True
3196,3882,Bring It On (2000),3,4.0,True
3228,3005,"Bone Collector, The (1999)",4,4.0,True
3274,3510,Frequency (2000),3,4.0,True
3308,3479,Ladyhawke (1985),5,0,True
3311,1769,"Replacement Killers, The (1998)",3,4.0,True
3312,594,Snow White and the Seven Dwarfs (1937),3,5.0,True
3356,1206,"Clockwork Orange, A (1971)",5,4.0,True
3401,2408,Cocoon: The Return (1988),2,4.0,True
3418,1721,Titanic (1997),3,4.0,True
3445,903,Vertigo (1958),4,4.0,True
3454,1391,Mars Attacks! (1996),2,4.0,True
3458,1517,Austin Powers: International Man of Mystery (1997),4,4.0,True
3485,1234,"Sting, The (1973)",5,3.0,True
3486,586,Home Alone (1990),3,4.0,True
3499,479,Judgment Night (1993),3,0,True
3518,39,Clueless (1995),4,4.0,True
3665,1333,"Birds, The (1963)",4,3.0,True
3675,144,"Brothers McMullen, The (1995)",4,3.0,True
3695,521,Romeo Is Bleeding (1993),3,3.0,True
3711,1920,Small Soldiers (1998),3,4.0,True
3715,2080,Lady and the Tramp (1955),5,4.0,True
3720,34,Babe (1995),4,4.0,True
3726,3147,"Green Mile, The (1999)",3,4.0,True
3768,2793,"American Werewolf in Paris, An (1997)",2,3.0,True
3780,2161,"NeverEnding Story, The (1984)",5,4.0,True
3887,83,Once Upon a Time... When We Were Colored (1995),4,4.0,True
3891,2928,"Razor's Edge, The (1984)",3,4.0,True
3979,2302,My Cousin Vinny (1992),3,4.0,True
3992,3505,No Way Out (1987),4,4.0,True
4041,3791,Footloose (1984),3,4.0,True
4054,2022,"Last Temptation of Christ, The (1988)",4,3.0,True
4062,587,Ghost (1990),4,3.0,True
4086,1605,Excess Baggage (1997),1,3.0,True
4143,2816,Iron Eagle II (1988),3,3.0,True
4194,3078,Liberty Heights (1999),4,3.0,True
4225,2333,Gods and Monsters (1998),1,4.0,True
4357,2096,Sleeping Beauty (1959),5,4.0,True
4436,3301,"Whole Nine Yards, The (2000)",3,0,True
4446,2282,Pecker (1998),4,3.0,True
4456,1289,Koyaanisqatsi (1983),1,4.0,True
4458,2739,"Color Purple, The (1985)",3,4.0,True
4507,596,Pinocchio (1940),5,4.0,True
4518,2000,Lethal Weapon (1987),4,4.0,True
4524,1566,Hercules (1997),3,4.0,True
4541,616,"Aristocats, The (1970)",3,4.0,True
4561,552,"Three Musketeers, The (1993)",5,4.0,True
4566,1688,Anastasia (1997),4,4.0,True
4585,2706,American Pie (1999),4,4.0,True
4591,457,"Fugitive, The (1993)",5,4.0,True
4609,2822,Medicine Man (1992),2,3.0,True
4610,3113,End of Days (1999),3,3.0,True
4633,1592,Air Bud (1997),2,4.0,True
4643,728,Cold Comfort Farm (1995),5,4.0,True
4658,2363,Godzilla (Gojira) (1954),5,4.0,True
4670,1240,"Terminator, The (1984)",4,4.0,True
4718,1,Toy Story (1995),5,5.0,True
4732,2334,"Siege, The (1998)",4,4.0,True
4784,2407,Cocoon (1985),4,3.0,True
4790,2686,"Red Violin, The (Le Violon rouge) (1998)",5,4.0,True
4796,1084,Bonnie and Clyde (1967),4,4.0,True
4808,1297,Real Genius (1985),4,4.0,True
4855,10,GoldenEye (1995),1,4.0,True
4877,2081,"Little Mermaid, The (1989)",4,0,True
4887,1892,"Perfect Murder, A (1998)",2,4.0,True
4897,3698,"Running Man, The (1987)",4,4.0,True
4899,3424,Do the Right Thing (1989),4,0,True
4902,648,Mission: Impossible (1996),4,4.0,True
4934,2080,Lady and the Tramp (1955),3,4.0,True
4995,3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",4,4.0,True
5011,1030,Pete's Dragon (1977),4,4.0,True
5084,216,Billy Madison (1995),4,4.0,True
5114,2572,10 Things I Hate About You (1999),3,3.0,True
5173,2881,Double Jeopardy (1999),4,4.0,True
5198,2348,Sid and Nancy (1986),3,4.0,True
5223,104,Happy Gilmore (1996),2,4.0,True
5232,1240,"Terminator, The (1984)",4,0,True
5250,2028,Saving Private Ryan (1998),4,4.0,True
5280,3174,Man on the Moon (1999),4,3.0,True
5282,333,Tommy Boy (1995),3,3.0,True
5283,48,Pocahontas (1995),2,4.0,True
5294,1676,Starship Troopers (1997),1,4.0,True
5299,2186,Strangers on a Train (1951),4,4.0,True
5302,262,"Little Princess, A (1995)",4,4.0,True
5306,2253,Toys (1992),3,3.0,True
5384,34,Babe (1995),4,0,True
5401,2085,101 Dalmatians (1961),4,4.0,True
5408,2081,"Little Mermaid, The (1989)",5,4.0,True
5420,2566,Doug's 1st Movie (1999),3,3.0,True
5450,2640,Superman (1978),2,4.0,True
5455,2490,Payback (1999),3,4.0,True
5460,1371,Star Trek: The Motion Picture (1979),3,4.0,True
5490,648,Mission: Impossible (1996),3,4.0,True
5530,3257,"Bodyguard, The (1992)",1,3.0,True
5539,2871,Deliverance (1972),4,4.0,True
5558,1687,"Jackal, The (1997)",2,3.0,True
5570,786,Eraser (1996),3,3.0,True
5602,3747,Jesus' Son (1999),4,4.0,True
5605,2469,Peggy Sue Got Married (1986),4,4.0,True
5657,50,"Usual Suspects, The (1995)",5,4.0,True
5705,74,Bed of Roses (1996),3,4.0,True
5707,534,Shadowlands (1993),5,3.0,True
5751,3157,Stuart Little (1999),4,0,True
5823,3061,Holiday Inn (1942),5,3.0,True
5824,457,"Fugitive, The (1993)",4,4.0,True
5878,2006,"Mask of Zorro, The (1998)",3,4.0,True
5886,1801,"Man in the Iron Mask, The (1998)",3,0,True
5925,34,Babe (1995),4,4.0,True
5957,3033,Spaceballs (1987),3,4.0,True
5995,2712,Eyes Wide Shut (1999),4,3.0,True
6006,1022,Cinderella (1950),4,4.0,True
6013,1207,To Kill a Mockingbird (1962),5,4.0,True
6039,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",4,4.0,True
6,3534,28 Days (2000),4,3.0,True
10,1320,Alien³ (1992),3,3.0,True
35,17,Sense and Sensibility (1995),4,4.0,True
45,3114,Toy Story 2 (1999),4,4.0,True
106,911,Charade (1963),4,4.0,True
117,1322,Amityville 1992: It's About Time (1992),3,3.0,True
148,1203,12 Angry Men (1957),4,4.0,True
156,2961,"Story of Us, The (1999)",4,4.0,True
161,3114,Toy Story 2 (1999),5,4.0,True
173,3948,Meet the Parents (2000),4,4.0,True
183,2439,Affliction (1997),5,3.0,True
233,318,"Shawshank Redemption, The (1994)",5,5.0,True
302,1381,Grease 2 (1982),1,3.0,True
322,1727,"Horse Whisperer, The (1998)",4,3.0,True
323,3801,Anatomy of a Murder (1959),5,4.0,True
324,107,Muppet Treasure Island (1996),2,4.0,True
336,2232,Cube (1997),5,0,True
343,1097,E.T. the Extra-Terrestrial (1982),5,4.0,True
346,2739,"Color Purple, The (1985)",5,4.0,True
358,1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),5,4.0,True
367,1242,Glory (1989),5,3.0,True
446,1196,Star Wars: Episode V - The Empire Strikes Back (1980),3,4.0,True
487,969,"African Queen, The (1951)",5,4.0,True
490,2123,All Dogs Go to Heaven (1989),4,0,True
499,339,While You Were Sleeping (1995),5,4.0,True
518,3251,Agnes of God (1985),4,4.0,True
528,455,Free Willy (1993),3,4.0,True
543,919,"Wizard of Oz, The (1939)",5,4.0,True
544,1848,"Borrowers, The (1997)",4,4.0,True
556,329,Star Trek: Generations (1994),4,4.0,True
583,3102,Jagged Edge (1985),4,3.0,True
594,3751,Chicken Run (2000),3,4.0,True
635,3720,Sunshine (1999),5,3.0,True
727,2108,L.A. Story (1991),4,4.0,True
798,1969,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",1,4.0,True
800,2724,Runaway Bride (1999),1,4.0,True
802,1297,Real Genius (1985),4,0,True
804,3429,Creature Comforts (1990),4,4.0,True
822,2797,Big (1988),4,0,True
881,2112,Grand Canyon (1991),4,3.0,True
899,587,Ghost (1990),4,0,True
910,2180,Torn Curtain (1966),3,4.0,True
911,2093,Return to Oz (1985),4,4.0,True
924,1573,Face/Off (1997),4,4.0,True
987,801,Harriet the Spy (1996),4,4.0,True
989,1209,Once Upon a Time in the West (1969),5,4.0,True
991,1088,Dirty Dancing (1987),3,4.0,True
995,1094,"Crying Game, The (1992)",4,4.0,True
1024,2020,Dangerous Liaisons (1988),5,4.0,True
1029,1031,Bedknobs and Broomsticks (1971),5,4.0,True
1052,3730,"Conversation, The (1974)",4,4.0,True
1066,3176,"Talented Mr. Ripley, The (1999)",2,4.0,True
1072,1272,Patton (1970),1,4.0,True
1073,1725,"Education of Little Tree, The (1997)",4,4.0,True
1074,2024,"Rapture, The (1991)",3,3.0,True
1083,2948,From Russia with Love (1963),4,4.0,True
1114,3793,X-Men (2000),1,4.0,True
1143,1387,Jaws (1975),4,4.0,True
1164,2497,Message in a Bottle (1999),2,4.0,True
1191,2654,"Wolf Man, The (1941)",4,4.0,True
1196,3421,Animal House (1978),4,3.0,True
1199,2094,"Rocketeer, The (1991)",3,4.0,True
1254,1959,Out of Africa (1985),5,4.0,True
1322,2336,Elizabeth (1998),4,4.0,True
1355,17,Sense and Sensibility (1995),5,4.0,True
1373,3512,Return to Me (2000),4,4.0,True
1387,1233,"Boat, The (Das Boot) (1981)",4,4.0,True
1425,479,Judgment Night (1993),4,0,True
1465,3247,Sister Act (1992),3,0,True
1472,25,Leaving Las Vegas (1995),3,4.0,True
1473,1754,Fallen (1998),3,3.0,True
1525,3819,Tampopo (1986),4,4.0,True
1540,2102,Steamboat Willie (1940),3,4.0,True
1561,3819,Tampopo (1986),4,4.0,True
1568,3243,Encino Man (1992),5,4.0,True
1580,912,Casablanca (1942),4,4.0,True
1605,1378,Young Guns (1988),3,3.0,True
1645,3208,Loaded Weapon 1 (1993),3,4.0,True
1693,1251,8 1/2 (1963),3,4.0,True
1699,32,Twelve Monkeys (1995),4,4.0,True
1752,1653,Gattaca (1997),5,4.0,True
1755,2629,"Love Letter, The (1999)",2,4.0,True
1796,549,Thirty-Two Short Films About Glenn Gould (1993),4,4.0,True
1861,1233,"Boat, The (Das Boot) (1981)",4,4.0,True
1875,110,Braveheart (1995),4,4.0,True
1887,1387,Jaws (1975),1,4.0,True
1939,3070,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",4,4.0,True
2011,110,Braveheart (1995),1,4.0,True
2068,736,Twister (1996),4,0,True
2088,3698,"Running Man, The (1987)",3,4.0,True
2091,2273,Rush Hour (1998),3,0,True
2172,2581,Never Been Kissed (1999),3,4.0,True
2190,1580,Men in Black (1997),5,4.0,True
2197,346,Backbeat (1993),4,0,True
2205,2058,"Negotiator, The (1998)",3,4.0,True
2225,2212,"Man Who Knew Too Much, The (1934)",4,4.0,True
2241,1304,Butch Cassidy and the Sundance Kid (1969),4,4.0,True
2248,1459,Absolute Power (1997),4,4.0,True
2258,466,Hot Shots! Part Deux (1993),2,3.0,True
2289,908,North by Northwest (1959),3,4.0,True
2293,930,Notorious (1946),5,4.0,True
2294,1957,Chariots of Fire (1981),5,4.0,True
2297,3198,Papillon (1973),5,4.0,True
2364,2160,Rosemary's Baby (1968),1,4.0,True
2367,1784,As Good As It Gets (1997),3,4.0,True
2380,516,Renaissance Man (1994),2,4.0,True
2389,45,To Die For (1995),4,4.0,True
2423,1835,City of Angels (1998),3,4.0,True
2431,1393,Jerry Maguire (1996),2,4.0,True
2460,110,Braveheart (1995),4,4.0,True
2531,899,Singin' in the Rain (1952),4,5.0,True
2537,2078,"Jungle Book, The (1967)",4,4.0,True
2555,968,Night of the Living Dead (1968),5,4.0,True
2564,1948,Tom Jones (1963),4,4.0,True
2592,1608,Air Force One (1997),5,4.0,True
2621,1777,"Wedding Singer, The (1998)",2,4.0,True
2656,2617,"Mummy, The (1999)",3,4.0,True
2660,605,One Fine Day (1996),3,4.0,True
2667,39,Clueless (1995),3,4.0,True
2679,1537,Shall We Dance? (Shall We Dansu?) (1996),4,4.0,True
2715,1333,"Birds, The (1963)",5,3.0,True
2745,3524,Arthur (1981),4,0,True
2747,1259,Stand by Me (1986),5,4.0,True
2769,2083,"Muppet Christmas Carol, The (1992)",4,4.0,True
2804,673,Space Jam (1996),2,4.0,True
2822,3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",5,4.0,True
2849,838,Emma (1996),5,0,True
2862,2527,Westworld (1973),1,4.0,True
2913,1307,When Harry Met Sally... (1989),5,4.0,True
2927,1580,Men in Black (1997),4,4.0,True
2962,247,Heavenly Creatures (1994),4,4.0,True
2968,2803,"Pelican Brief, The (1993)",4,4.0,True
2985,1339,Bram Stoker's Dracula (1992),3,4.0,True
3013,367,"Mask, The (1994)",5,4.0,True
3025,955,Bringing Up Baby (1938),5,4.0,True
3026,3936,"Phantom of the Opera, The (1943)",4,4.0,True
3087,1566,Hercules (1997),4,4.0,True
3140,2174,Beetlejuice (1988),4,4.0,True
3143,1721,Titanic (1997),3,4.0,True
3197,50,"Usual Suspects, The (1995)",4,4.0,True
3217,47,Seven (Se7en) (1995),4,0,True
3248,930,Notorious (1946),5,4.0,True
3320,364,"Lion King, The (1994)",4,4.0,True
3360,3843,Sleepaway Camp (1983),3,3.0,True
3379,2861,For Love of the Game (1999),3,4.0,True
3393,1702,Flubber (1997),2,4.0,True
3431,1247,"Graduate, The (1967)",4,3.0,True
3441,3301,"Whole Nine Yards, The (2000)",3,4.0,True
3477,3081,Sleepy Hollow (1999),4,4.0,True
3479,2287,Them! (1954),2,4.0,True
3526,3619,"Hollywood Knights, The (1980)",1,4.0,True
3529,3099,Shampoo (1975),2,4.0,True
