user_id,item_id,title,actual_rating,predicted_rating
4588,1081,Victor/Victoria (1982),3,4.0
4589,2716,Ghostbusters (1984),5,4.0
4589,2321,Pleasantville (1998),5,4.0
4589,1223,"Grand Day Out, A (1992)",4,4.0
4589,233,Exotica (1994),5,4.0
4595,1224,Henry V (1989),5,3.0
4595,1203,12 Angry Men (1957),5,5.0
4595,34,Babe (1995),4,4.0
4595,1196,Star Wars: Episode V - The Empire Strikes Back (1980),5,4.0
4598,358,Higher Learning (1995),3,3.0
4598,913,"Maltese Falcon, The (1941)",4,4.0
4598,1104,"Streetcar Named Desire, A (1951)",5,4.0
4598,951,His Girl Friday (1940),3,4.0
4600,1210,Star Wars: Episode VI - Return of the Jedi (1983),4,5.0
4600,21,Get Shorty (1995),4,4.0
4600,2313,"Elephant Man, The (1980)",4,3.0
4600,3210,Fast Times at Ridgemont High (1982),5,4.0
4601,110,Braveheart (1995),5,5.0
4601,3360,Hoosiers (1986),3,4.0
4601,1004,"Glimmer Man, The (1996)",2,4.0
4601,1687,"Jackal, The (1997)",3,3.0
4607,3949,Requiem for a Dream (2000),4,5.0
4607,2687,Tarzan (1999),3,4.0
4607,101,Bottle Rocket (1996),4,4.0
4607,3725,American Pop (1981),3,4.0
4637,300,Quiz Show (1994),5,3.0
4637,1027,Robin Hood: Prince of Thieves (1991),2,3.0
4637,36,Dead Man Walking (1995),5,3.0
4637,2883,Mumford (1999),5,3.0
4642,924,2001: A Space Odyssey (1968),2,3.0
4642,2710,"Blair Witch Project, The (1999)",5,3.0
4642,2700,"South Park: Bigger, Longer and Uncut (1999)",5,3.0
4642,62,Mr. Holland's Opus (1995),2,4.0
4647,3100,"River Runs Through It, A (1992)",5,4.0
4647,3104,Midnight Run (1988),5,3.0
4647,574,Spanking the Monkey (1994),5,3.0
4647,95,Broken Arrow (1996),1,3.0
4650,2042,D2: The Mighty Ducks (1994),3,3.0
4650,1704,Good Will Hunting (1997),5,4.0
4650,1,Toy Story (1995),4,3.0
4650,110,Braveheart (1995),4,3.0
4653,3855,"Affair of Love, An (Une Liaison Pornographique) (1999)",4,3.0
4653,3952,"Contender, The (2000)",3,3.0
4653,1199,Brazil (1985),4,3.0
4653,3896,"Way of the Gun, The (2000)",2,3.0
4659,736,Twister (1996),5,4.0
4659,2353,Enemy of the State (1998),4,4.0
4659,337,What's Eating Gilbert Grape (1993),5,4.0
4659,2470,Crocodile Dundee (1986),3,4.0
4666,1269,Arsenic and Old Lace (1944),4,4.0
4666,2302,My Cousin Vinny (1992),3,3.0
4666,737,Barb Wire (1996),1,3.0
4666,316,Stargate (1994),1,4.0
4667,1594,In the Company of Men (1997),5,3.0
4667,923,Citizen Kane (1941),5,4.0
4667,1212,"Third Man, The (1949)",4,4.0
4667,1258,"Shining, The (1980)",4,5.0
4669,2713,Lake Placid (1999),2,3.0
4669,969,"African Queen, The (1951)",4,3.0
4669,1959,Out of Africa (1985),4,3.0
4669,1214,Alien (1979),3,3.0
4673,3884,"Crew, The (2000)",3,4.0
4673,2117,Nineteen Eighty-Four (1984),4,5.0
4673,3361,Bull Durham (1988),5,4.0
4673,2622,"Midsummer Night's Dream, A (1999)",3,4.0
4680,3812,Everything You Always Wanted to Know About Sex (1972),4,3.0
4680,52,Mighty Aphrodite (1995),3,3.0
4680,1299,"Killing Fields, The (1984)",3,3.0
4680,3868,"Naked Gun: From the Files of Police Squad!, The (1988)",4,3.0
4681,2988,Melvin and Howard (1980),5,4.0
4681,2439,Affliction (1997),3,3.0
4681,1242,Glory (1989),3,4.0
4681,1041,Secrets & Lies (1996),5,4.0
4682,3513,Rules of Engagement (2000),4,3.0
4682,562,Welcome to the Dollhouse (1995),5,3.0
4682,2253,Toys (1992),2,3.0
4682,2973,Crimes and Misdemeanors (1989),5,4.0
4685,2318,Happiness (1998),4,2.0
4685,105,"Bridges of Madison County, The (1995)",2,4.0
4685,3095,"Grapes of Wrath, The (1940)",5,4.0
4685,2959,Fight Club (1999),5,3.0
4686,953,It's a Wonderful Life (1946),3,5.0
4686,3361,Bull Durham (1988),5,4.0
4686,1242,Glory (1989),5,4.0
4686,291,Poison Ivy II (1995),1,3.0
4688,908,North by Northwest (1959),4,5.0
4688,1103,Rebel Without a Cause (1955),5,4.0
4688,527,Schindler's List (1993),4,4.0
4688,3210,Fast Times at Ridgemont High (1982),4,4.0
4694,1304,Butch Cassidy and the Sundance Kid (1969),5,4.0
4694,3147,"Green Mile, The (1999)",4,5.0
4694,1646,Rocket Man (1997),2,4.0
4694,1196,Star Wars: Episode V - The Empire Strikes Back (1980),5,5.0
4701,3361,Bull Durham (1988),5,4.0
4701,2858,American Beauty (1999),5,3.0
4701,1136,Monty Python and the Holy Grail (1974),5,3.0
4701,1265,Groundhog Day (1993),4,4.0
4702,678,Some Folks Call It a Sling Blade (1993),4,4.0
4702,1213,GoodFellas (1990),3,5.0
4702,1221,"Godfather: Part II, The (1974)",4,5.0
4702,3386,JFK (1991),4,4.0
4708,3672,Benji (1974),3,4.0
4708,2572,10 Things I Hate About You (1999),3,3.0
4708,1587,Conan the Barbarian (1982),4,4.0
4708,3146,Deuce Bigalow: Male Gigolo (1999),1,3.0
4714,923,Citizen Kane (1941),5,3.0
4714,1084,Bonnie and Clyde (1967),4,4.0
4714,912,Casablanca (1942),5,5.0
4714,800,Lone Star (1996),3,4.0
4715,3671,Blazing Saddles (1974),3,4.0
4715,3802,Freejack (1992),3,3.0
4715,2094,"Rocketeer, The (1991)",4,3.0
4715,1544,"Lost World: Jurassic Park, The (1997)",3,3.0
4716,1643,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",5,4.0
4716,3418,Thelma & Louise (1991),5,4.0
4716,567,Kika (1993),3,3.0
4716,1079,"Fish Called Wanda, A (1988)",4,4.0
4717,3754,"Adventures of Rocky and Bullwinkle, The (2000)",3,4.0
4717,1366,"Crucible, The (1996)",4,4.0
4717,1459,Absolute Power (1997),4,4.0
4717,3366,Where Eagles Dare (1969),5,4.0
4725,267,Major Payne (1994),4,3.0
4725,3186,"Girl, Interrupted (1999)",3,4.0
4725,1867,Tarzan and the Lost City (1998),3,3.0
4725,594,Snow White and the Seven Dwarfs (1937),4,3.0
4728,3791,Footloose (1984),4,3.0
4728,694,"Substitute, The (1996)",2,3.0
4728,3770,Dreamscape (1984),4,3.0
4728,3763,F/X (1986),4,3.0
4738,1296,"Room with a View, A (1986)",3,4.0
4738,1358,Sling Blade (1996),5,3.0
4738,3504,Network (1976),4,3.0
4738,2971,All That Jazz (1979),4,4.0
4745,1873,"Misérables, Les (1998)",1,4.0
4745,1089,Reservoir Dogs (1992),1,4.0
4745,3044,Dead Again (1991),5,4.0
4745,1947,West Side Story (1961),5,3.0
4753,3406,Captain Horatio Hornblower (1951),4,3.0
4753,3578,Gladiator (2000),3,4.0
4753,1693,Amistad (1997),5,3.0
4753,2858,American Beauty (1999),3,4.0
4757,1704,Good Will Hunting (1997),4,5.0
4757,2501,October Sky (1999),5,4.0
4757,2881,Double Jeopardy (1999),2,4.0
4757,1952,Midnight Cowboy (1969),5,3.0
4761,667,Bloodsport 2 (1995),3,3.0
4761,3113,End of Days (1999),1,2.0
4761,1208,Apocalypse Now (1979),5,3.0
4761,318,"Shawshank Redemption, The (1994)",4,3.0
4762,1131,Jean de Florette (1986),4,4.0
4762,296,Pulp Fiction (1994),1,4.0
4762,1617,L.A. Confidential (1997),5,4.0
4762,1293,Gandhi (1982),4,5.0
4763,3185,Snow Falling on Cedars (1999),4,4.0
4763,3618,Small Time Crooks (2000),4,4.0
4763,2413,Clue (1985),1,4.0
4763,1104,"Streetcar Named Desire, A (1951)",5,3.0
4765,2367,King Kong (1976),2,4.0
4765,900,"American in Paris, An (1951)",4,5.0
4765,1019,"20,000 Leagues Under the Sea (1954)",3,4.0
4765,151,Rob Roy (1995),4,4.0
4768,665,Underground (1995),5,4.0
4768,318,"Shawshank Redemption, The (1994)",4,5.0
4768,1641,"Full Monty, The (1997)",5,4.0
4768,589,Terminator 2: Judgment Day (1991),4,4.0
4771,3746,Butterfly (La Lengua de las Mariposas) (2000),4,4.0
4771,1392,Citizen Ruth (1996),4,3.0
4771,700,Angus (1995),4,4.0
4771,581,"Celluloid Closet, The (1995)",5,4.0
4778,2795,Vacation (1983),5,4.0
4778,2794,European Vacation (1985),4,3.0
4778,1307,When Harry Met Sally... (1989),5,4.0
4778,2403,First Blood (1982),2,3.0
4779,1206,"Clockwork Orange, A (1971)",4,4.0
4779,3035,Mister Roberts (1955),4,4.0
4779,2321,Pleasantville (1998),4,4.0
4779,1639,Chasing Amy (1997),5,4.0
4786,2297,What Dreams May Come (1998),3,4.0
4786,7,Sabrina (1995),3,4.0
4786,2283,"Sheltering Sky, The (1990)",3,4.0
4786,3418,Thelma & Louise (1991),5,4.0
4787,3618,Small Time Crooks (2000),2,3.0
4787,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",4,3.0
4787,3556,"Virgin Suicides, The (1999)",2,3.0
4787,1094,"Crying Game, The (1992)",4,3.0
4802,3256,Patriot Games (1992),4,3.0
4802,2336,Elizabeth (1998),4,3.0
4802,3683,Blood Simple (1984),4,3.0
4802,3155,Anna and the King (1999),5,3.0
4806,802,Phenomenon (1996),4,4.0
4806,1019,"20,000 Leagues Under the Sea (1954)",4,3.0
4806,1371,Star Trek: The Motion Picture (1979),5,4.0
4806,1527,"Fifth Element, The (1997)",3,4.0
4807,953,It's a Wonderful Life (1946),1,5.0
4807,3406,Captain Horatio Hornblower (1951),4,3.0
4807,1238,Local Hero (1983),3,4.0
4807,785,Kingpin (1996),3,3.0
4815,915,Sabrina (1954),5,5.0
4815,2393,Star Trek: Insurrection (1998),4,3.0
4815,2046,Flight of the Navigator (1986),5,5.0
4815,1375,Star Trek III: The Search for Spock (1984),4,5.0
4820,1608,Air Force One (1997),4,3.0
4820,2463,Ruthless People (1986),3,3.0
4820,2826,"13th Warrior, The (1999)",4,3.0
4820,3555,U-571 (2000),2,3.0
4821,586,Home Alone (1990),4,4.0
4821,3274,Single White Female (1992),4,3.0
4821,1090,Platoon (1986),4,3.0
4821,2796,Funny Farm (1988),1,4.0
4823,2871,Deliverance (1972),4,3.0
4823,1095,Glengarry Glen Ross (1992),3,3.0
4823,2918,Ferris Bueller's Day Off (1986),4,3.0
4823,1580,Men in Black (1997),2,3.0
4824,1589,Cop Land (1997),4,3.0
4824,1693,Amistad (1997),5,3.0
4824,288,Natural Born Killers (1994),2,3.0
4824,2144,Sixteen Candles (1984),4,4.0
4825,1223,"Grand Day Out, A (1992)",4,4.0
4825,1676,Starship Troopers (1997),5,4.0
4825,458,Geronimo: An American Legend (1993),4,4.0
4825,1282,Fantasia (1940),2,5.0
4826,3201,Five Easy Pieces (1970),3,4.0
4826,1299,"Killing Fields, The (1984)",4,4.0
4826,924,2001: A Space Odyssey (1968),5,4.0
4826,3053,"Messenger: The Story of Joan of Arc, The (1999)",4,3.0
4831,1267,"Manchurian Candidate, The (1962)",5,4.0
4831,3505,No Way Out (1987),5,4.0
4831,1225,Amadeus (1984),4,5.0
4831,2357,Central Station (Central do Brasil) (1998),5,3.0
4834,3787,Shower (Xizhao) (1999),4,3.0
4834,3798,What Lies Beneath (2000),3,3.0
4834,2797,Big (1988),4,3.0
4834,3461,Lord of the Flies (1963),4,3.0
4843,2970,Fitzcarraldo (1982),4,4.0
4843,2573,Tango (1998),3,4.0
4843,1961,Rain Man (1988),3,4.0
4843,475,In the Name of the Father (1993),4,3.0
4845,1441,Benny & Joon (1993),4,4.0
4845,224,Don Juan DeMarco (1995),3,4.0
4845,2671,Notting Hill (1999),5,4.0
4845,3591,Mr. Mom (1983),2,4.0
4847,1208,Apocalypse Now (1979),4,4.0
4847,3421,Animal House (1978),5,4.0
4847,1641,"Full Monty, The (1997)",2,4.0
4847,608,Fargo (1996),5,4.0
4848,3527,Predator (1987),4,4.0
4848,2699,Arachnophobia (1990),3,3.0
4848,2709,Muppets From Space (1999),1,4.0
4848,110,Braveheart (1995),5,4.0
4849,2770,Bowfinger (1999),3,4.0
4849,1203,12 Angry Men (1957),4,5.0
4849,2683,Austin Powers: The Spy Who Shagged Me (1999),5,4.0
4849,2133,Adventures in Babysitting (1987),4,4.0
4852,1259,Stand by Me (1986),5,4.0
4852,2983,"Ipcress File, The (1965)",2,3.0
4852,964,Angel and the Badman (1947),2,3.0
4852,3147,"Green Mile, The (1999)",3,3.0
4857,1597,Conspiracy Theory (1997),3,3.0
4857,1610,"Hunt for Red October, The (1990)",4,3.0
4857,2278,Ronin (1998),4,3.0
4857,3256,Patriot Games (1992),4,3.0
4858,913,"Maltese Falcon, The (1941)",4,4.0
4858,527,Schindler's List (1993),5,5.0
4858,3089,"Bicycle Thief, The (Ladri di biciclette) (1948)",5,4.0
4858,3825,Coyote Ugly (2000),3,3.0
4861,3744,Shaft (2000),2,3.0
4861,32,Twelve Monkeys (1995),5,3.0
4861,1047,"Long Kiss Goodnight, The (1996)",3,3.0
4861,665,Underground (1995),5,3.0
4865,1950,In the Heat of the Night (1967),4,4.0
4865,2858,American Beauty (1999),4,4.0
4865,3341,Born Yesterday (1950),5,3.0
4865,1296,"Room with a View, A (1986)",4,4.0
4867,648,Mission: Impossible (1996),4,3.0
4867,2378,Police Academy (1984),4,3.0
4867,3516,"Bell, Book and Candle (1958)",4,3.0
4867,3905,"Specials, The (2000)",3,3.0
4869,3160,Magnolia (1999),1,4.0
4869,3712,Soapdish (1991),3,4.0
4869,3044,Dead Again (1991),3,4.0
4869,1238,Local Hero (1983),4,4.0
4870,3339,Cross of Iron (1977),4,4.0
4870,1206,"Clockwork Orange, A (1971)",4,5.0
4870,2018,Bambi (1942),4,3.0
4870,2153,"Avengers, The (1998)",3,3.0
4873,965,"39 Steps, The (1935)",4,3.0
4873,3742,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",5,4.0
4873,3788,Blowup (1966),4,4.0
4873,1210,Star Wars: Episode VI - Return of the Jedi (1983),3,5.0
4879,497,Much Ado About Nothing (1993),4,3.0
4879,1617,L.A. Confidential (1997),5,4.0
4879,2616,Dick Tracy (1990),3,3.0
4879,1036,Die Hard (1988),4,4.0
4882,1387,Jaws (1975),4,4.0
4882,1036,Die Hard (1988),4,4.0
4882,858,"Godfather, The (1972)",5,5.0
4882,1959,Out of Africa (1985),4,3.0
4885,1262,"Great Escape, The (1963)",4,5.0
4885,3169,"Falcon and the Snowman, The (1984)",4,4.0
4885,952,Around the World in 80 Days (1956),5,4.0
4885,969,"African Queen, The (1951)",4,5.0
4888,945,Top Hat (1935),5,3.0
4888,1272,Patton (1970),3,3.0
4888,2132,Who's Afraid of Virginia Woolf? (1966),4,4.0
4888,1029,Dumbo (1941),5,3.0
4889,515,"Remains of the Day, The (1993)",4,5.0
4889,1562,Batman & Robin (1997),2,3.0
4889,292,Outbreak (1995),4,4.0
4889,1923,There's Something About Mary (1998),5,5.0
4898,1694,"Apostle, The (1997)",5,3.0
4898,1573,Face/Off (1997),3,4.0
4898,1641,"Full Monty, The (1997)",4,4.0
4898,2208,"Lady Vanishes, The (1938)",4,4.0
4901,1196,Star Wars: Episode V - The Empire Strikes Back (1980),5,5.0
4901,2000,Lethal Weapon (1987),4,4.0
4901,2959,Fight Club (1999),4,4.0
4901,1356,Star Trek: First Contact (1996),3,4.0
4903,3179,Angela's Ashes (1999),4,4.0
4903,2442,Hilary and Jackie (1998),5,4.0
4903,1913,Picnic at Hanging Rock (1975),4,4.0
4903,1250,"Bridge on the River Kwai, The (1957)",3,4.0
4904,3384,"Taking of Pelham One Two Three, The (1974)",5,4.0
4904,1876,Deep Impact (1998),5,4.0
4904,405,Highlander III: The Sorcerer (1994),3,4.0
4904,2455,"Fly, The (1986)",5,4.0
4905,1952,Midnight Cowboy (1969),3,3.0
4905,590,Dances with Wolves (1990),3,4.0
4905,2919,Year of Living Dangerously (1982),4,3.0
4905,1198,Raiders of the Lost Ark (1981),3,3.0
4906,541,Blade Runner (1982),5,3.0
4906,47,Seven (Se7en) (1995),3,3.0
4906,1945,On the Waterfront (1954),4,3.0
4906,1960,"Last Emperor, The (1987)",3,3.0
4907,300,Quiz Show (1994),2,3.0
4907,1396,Sneakers (1992),3,3.0
4907,848,"Spitfire Grill, The (1996)",5,3.0
4907,3198,Papillon (1973),5,4.0
4913,3019,Drugstore Cowboy (1989),4,4.0
4913,1186,"Sex, Lies, and Videotape (1989)",4,4.0
4913,36,Dead Man Walking (1995),4,4.0
4913,3081,Sleepy Hollow (1999),2,4.0
4919,1968,"Breakfast Club, The (1985)",4,3.0
4919,1221,"Godfather: Part II, The (1974)",3,4.0
4919,2000,Lethal Weapon (1987),3,3.0
4919,1278,Young Frankenstein (1974),4,4.0
4921,3163,Topsy-Turvy (1999),5,3.0
4921,2396,Shakespeare in Love (1998),4,4.0
4921,2182,"Wrong Man, The (1956)",5,3.0
4921,110,Braveheart (1995),3,3.0
4923,296,Pulp Fiction (1994),4,3.0
4923,3673,Benji the Hunted (1987),2,3.0
4923,1249,Nikita (La Femme Nikita) (1990),3,3.0
4923,858,"Godfather, The (1972)",3,3.0
4928,140,Up Close and Personal (1996),2,3.0
4928,1726,"Postman, The (1997)",1,3.0
4928,1264,Diva (1981),3,3.0
4928,3702,Mad Max (1979),3,4.0
4935,1670,Welcome To Sarajevo (1997),4,4.0
4935,1183,"English Patient, The (1996)",3,3.0
4935,1193,One Flew Over the Cuckoo's Nest (1975),3,4.0
4935,2028,Saving Private Ryan (1998),4,5.0
4936,2400,Prancer (1989),2,3.0
4936,1276,Cool Hand Luke (1967),2,4.0
4936,678,Some Folks Call It a Sling Blade (1993),2,4.0
4936,1358,Sling Blade (1996),2,4.0
4942,849,Escape from L.A. (1996),3,4.0
4942,1200,Aliens (1986),3,3.0
4942,364,"Lion King, The (1994)",4,3.0
4942,2096,Sleeping Beauty (1959),3,4.0
4945,1960,"Last Emperor, The (1987)",4,3.0
4945,3451,Guess Who's Coming to Dinner (1967),2,3.0
4945,2018,Bambi (1942),4,3.0
4945,2028,Saving Private Ryan (1998),4,4.0
4948,1931,Mutiny on the Bounty (1935),4,4.0
4948,2398,Miracle on 34th Street (1947),3,3.0
4948,2548,"Rage: Carrie 2, The (1999)",2,2.0
4948,3011,"They Shoot Horses, Don't They? (1969)",2,3.0
4950,3638,Moonraker (1979),2,4.0
4950,2160,Rosemary's Baby (1968),2,4.0
4950,1414,Mother (1996),4,3.0
4950,924,2001: A Space Odyssey (1968),4,5.0
4951,3578,Gladiator (2000),4,3.0
4951,1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),4,4.0
4951,908,North by Northwest (1959),4,4.0
4951,260,Star Wars: Episode IV - A New Hope (1977),5,4.0
4953,280,Murder in the First (1995),4,4.0
4953,150,Apollo 13 (1995),4,4.0
4953,673,Space Jam (1996),1,3.0
4953,112,Rumble in the Bronx (1995),3,3.0
4956,1299,"Killing Fields, The (1984)",5,3.0
4956,1199,Brazil (1985),5,4.0
4956,2151,"Gods Must Be Crazy II, The (1989)",3,4.0
4956,2712,Eyes Wide Shut (1999),4,4.0
4957,1304,Butch Cassidy and the Sundance Kid (1969),4,4.0
4957,2694,Big Daddy (1999),3,3.0
4957,383,Wyatt Earp (1994),3,3.0
4957,3252,Scent of a Woman (1992),3,3.0
4958,2529,Planet of the Apes (1968),3,3.0
4958,593,"Silence of the Lambs, The (1991)",5,3.0
4958,2163,Attack of the Killer Tomatoes! (1980),4,3.0
4958,2082,"Mighty Ducks, The (1992)",1,4.0
4961,22,Copycat (1995),4,3.0
4961,1266,Unforgiven (1992),4,3.0
4961,2950,"Blue Lagoon, The (1980)",3,4.0
4961,1097,E.T. the Extra-Terrestrial (1982),2,3.0
4962,1231,"Right Stuff, The (1983)",4,4.0
4962,1035,"Sound of Music, The (1965)",4,5.0
4962,2262,About Last Night... (1986),3,3.0
4962,2245,Working Girl (1988),4,4.0
4975,1183,"English Patient, The (1996)",2,3.0
4975,2028,Saving Private Ryan (1998),5,3.0
4975,786,Eraser (1996),4,3.0
4975,1210,Star Wars: Episode VI - Return of the Jedi (1983),3,4.0
4979,918,Meet Me in St. Louis (1944),1,4.0
4979,144,"Brothers McMullen, The (1995)",1,3.0
4979,2804,"Christmas Story, A (1983)",5,3.0
4979,1396,Sneakers (1992),4,3.0
4980,858,"Godfather, The (1972)",5,4.0
4980,2916,Total Recall (1990),3,3.0
4980,48,Pocahontas (1995),2,4.0
4980,3100,"River Runs Through It, A (1992)",4,4.0
4981,2972,Red Sorghum (Hong Gao Liang) (1987),4,4.0
4981,123,Chungking Express (1994),5,4.0
4981,3361,Bull Durham (1988),4,4.0
4981,3035,Mister Roberts (1955),5,4.0
4983,2057,"Incredible Journey, The (1963)",4,3.0
4983,1030,Pete's Dragon (1977),3,3.0
4983,1270,Back to the Future (1985),4,4.0
4983,531,"Secret Garden, The (1993)",5,5.0
4984,509,"Piano, The (1993)",3,4.0
4984,2987,Who Framed Roger Rabbit? (1988),3,4.0
4984,2912,"Limey, The (1999)",4,4.0
4984,1730,Kundun (1997),3,4.0
4988,300,Quiz Show (1994),4,3.0
4988,1179,"Grifters, The (1990)",2,3.0
4988,2692,Run Lola Run (Lola rennt) (1998),4,3.0
4988,637,Sgt. Bilko (1996),1,3.0
4990,1089,Reservoir Dogs (1992),3,4.0
4990,1244,Manhattan (1979),4,4.0
4990,581,"Celluloid Closet, The (1995)",5,4.0
4990,1214,Alien (1979),3,5.0
4991,1193,One Flew Over the Cuckoo's Nest (1975),5,4.0
4991,2762,"Sixth Sense, The (1999)",4,5.0
4991,540,Sliver (1993),1,3.0
4991,3699,Starman (1984),3,4.0
5005,3148,"Cider House Rules, The (1999)",4,3.0
5005,500,Mrs. Doubtfire (1993),4,4.0
5005,1747,Wag the Dog (1997),3,3.0
5005,17,Sense and Sensibility (1995),4,4.0
5010,920,Gone with the Wind (1939),4,5.0
5010,2966,"Straight Story, The (1999)",5,4.0
5010,3134,"Grand Illusion (Grande illusion, La) (1937)",5,4.0
5010,969,"African Queen, The (1951)",4,4.0
5013,2997,Being John Malkovich (1999),5,4.0
5013,1945,On the Waterfront (1954),4,4.0
5013,2784,"Masque of the Red Death, The (1964)",3,4.0
5013,1196,Star Wars: Episode V - The Empire Strikes Back (1980),4,5.0
5015,3147,"Green Mile, The (1999)",5,5.0
5015,1296,"Room with a View, A (1986)",5,4.0
5015,1950,In the Heat of the Night (1967),4,4.0
5015,2100,Splash (1984),4,3.0
5017,1264,Diva (1981),4,3.0
5017,593,"Silence of the Lambs, The (1991)",5,5.0
5017,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),5,4.0
5017,589,Terminator 2: Judgment Day (1991),4,4.0
5018,2858,American Beauty (1999),4,4.0
5018,921,My Favorite Year (1982),4,4.0
5018,3257,"Bodyguard, The (1992)",3,4.0
5018,3649,American Gigolo (1980),3,3.0
5019,2729,Lolita (1962),3,4.0
5019,1245,Miller's Crossing (1990),3,4.0
5019,2144,Sixteen Candles (1984),1,3.0
5019,527,Schindler's List (1993),4,5.0
5021,2012,Back to the Future Part III (1990),1,3.0
5021,1206,"Clockwork Orange, A (1971)",5,2.0
5021,3742,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",3,2.0
5021,2554,Children of the Damned (1963),3,2.0
5025,1617,L.A. Confidential (1997),4,4.0
5025,1073,Willy Wonka and the Chocolate Factory (1971),5,4.0
5025,1262,"Great Escape, The (1963)",3,4.0
5025,2700,"South Park: Bigger, Longer and Uncut (1999)",4,4.0
5034,2858,American Beauty (1999),4,4.0
5034,2000,Lethal Weapon (1987),4,4.0
5034,3405,"Night to Remember, A (1958)",5,4.0
5034,1131,Jean de Florette (1986),5,4.0
5038,527,Schindler's List (1993),4,3.0
5038,3598,Hamlet (2000),3,3.0
5038,3238,Eye of the Beholder (1999),2,3.0
5038,307,Three Colors: Blue (1993),4,3.0
5041,1307,When Harry Met Sally... (1989),5,5.0
5041,2797,Big (1988),5,4.0
5041,541,Blade Runner (1982),4,4.0
5041,3157,Stuart Little (1999),3,4.0
5042,247,Heavenly Creatures (1994),4,4.0
5042,1268,Pump Up the Volume (1990),4,4.0
5042,851,Basquiat (1996),4,3.0
5042,3481,High Fidelity (2000),4,4.0
5046,2804,"Christmas Story, A (1983)",5,4.0
5046,3082,"World Is Not Enough, The (1999)",3,4.0
5046,2194,"Untouchables, The (1987)",5,4.0
5046,2360,"Celebration, The (Festen) (1998)",5,5.0
5049,2330,Hands on a Hard Body (1996),4,3.0
5049,1094,"Crying Game, The (1992)",4,4.0
5049,3175,Galaxy Quest (1999),5,4.0
5049,1289,Koyaanisqatsi (1983),4,4.0
5054,1997,"Exorcist, The (1973)",5,3.0
5054,852,Tin Cup (1996),3,3.0
5054,2926,Hairspray (1988),3,3.0
5054,3081,Sleepy Hollow (1999),3,3.0
5057,2069,"Trip to Bountiful, The (1985)",3,3.0
5057,1080,Monty Python's Life of Brian (1979),5,3.0
5057,3499,Misery (1990),3,4.0
5057,1304,Butch Cassidy and the Sundance Kid (1969),4,3.0
5058,3738,"Sugarland Express, The (1974)",4,4.0
5058,906,Gaslight (1944),5,5.0
5058,3681,For a Few Dollars More (1965),4,4.0
5058,3737,Lonely Are the Brave (1962),4,4.0
5064,3783,Croupier (1998),5,3.0
5064,2997,Being John Malkovich (1999),3,4.0
5064,3089,"Bicycle Thief, The (Ladri di biciclette) (1948)",4,3.0
5064,3702,Mad Max (1979),4,4.0
5065,904,Rear Window (1954),3,4.0
5065,902,Breakfast at Tiffany's (1961),2,4.0
5065,2857,Yellow Submarine (1968),4,4.0
5065,1296,"Room with a View, A (1986)",4,4.0
5066,2882,Jakob the Liar (1999),5,3.0
5066,2965,"Omega Code, The (1999)",3,2.0
5066,1221,"Godfather: Part II, The (1974)",5,3.0
5066,3053,"Messenger: The Story of Joan of Arc, The (1999)",5,3.0
5069,1173,"Cook the Thief His Wife & Her Lover, The (1989)",5,5.0
5069,3108,"Fisher King, The (1991)",5,5.0
5069,3334,Key Largo (1948),5,5.0
5069,1284,"Big Sleep, The (1946)",5,5.0
5070,2371,Fletch (1985),4,3.0
5070,19,Ace Ventura: When Nature Calls (1995),1,3.0
5070,2336,Elizabeth (1998),3,4.0
5070,1909,"X-Files: Fight the Future, The (1998)",3,4.0
5073,2861,For Love of the Game (1999),4,4.0
5073,1721,Titanic (1997),3,4.0
5073,260,Star Wars: Episode IV - A New Hope (1977),5,5.0
5073,2174,Beetlejuice (1988),4,4.0
5074,1876,Deep Impact (1998),4,4.0
5074,1248,Touch of Evil (1958),4,4.0
5074,2406,Romancing the Stone (1984),3,4.0
5074,1080,Monty Python's Life of Brian (1979),5,4.0
5077,2212,"Man Who Knew Too Much, The (1934)",4,4.0
5077,233,Exotica (1994),5,4.0
5077,2336,Elizabeth (1998),3,3.0
5077,3481,High Fidelity (2000),2,4.0
5079,1952,Midnight Cowboy (1969),3,3.0
5079,3578,Gladiator (2000),4,5.0
5079,3113,End of Days (1999),2,3.0
5079,3147,"Green Mile, The (1999)",4,5.0
5080,253,Interview with the Vampire (1994),2,5.0
5080,3552,Caddyshack (1980),5,5.0
5080,1863,Major League: Back to the Minors (1998),3,4.0
5080,3081,Sleepy Hollow (1999),4,4.0
5082,2693,Trekkies (1997),5,3.0
5082,3384,"Taking of Pelham One Two Three, The (1974)",3,3.0
5082,1394,Raising Arizona (1987),5,4.0
5082,2212,"Man Who Knew Too Much, The (1934)",3,4.0
5085,1267,"Manchurian Candidate, The (1962)",5,5.0
5085,1944,From Here to Eternity (1953),5,5.0
5085,1177,Enchanted April (1991),4,4.0
5085,1272,Patton (1970),5,4.0
5086,2788,And Now for Something Completely Different (1971),5,4.0
